OPEID6,INSTNM,ICLEVEL,PREDDEG,ADM_RATE_ALL,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,TUITFTE,AVGFACSAL,PFTFAC,PCTPELL,COSTT4_A,C150_4,RET_FT4,CDR3,GRAD_DEBT_MDN,GRAD_DEBT_MDN10YR,AGE_ENTRY,FAMINC,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10,SD_EARN_WNE_P6,SD_EARN_WNE_P7,SD_EARN_WNE_P8,SD_EARN_WNE_P9,SD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_NWNE_P7,COUNT_NWNE_P8,COUNT_NWNE_P9,COUNT_NWNE_P10,COUNT_WNE_P6,COUNT_WNE_P7,COUNT_WNE_P8,COUNT_WNE_P9,COUNT_WNE_P10,UGDS_MEN,UGDS_WOMEN
40363,Southeast Texas Career Institute,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0508,0.0,0.0,3932.0,,,0.4537,,,,0.209,6833,,25.1,29504.35,18200,,PrivacySuppressed,,PrivacySuppressed,14500,PrivacySuppressed,PrivacySuppressed,13600,,PrivacySuppressed,,PrivacySuppressed,25,,PrivacySuppressed,,PrivacySuppressed,57,,PrivacySuppressed,,PrivacySuppressed,0.0168,0.9832
40543,Southwest Technical College,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0787,0.0157,0.4724,0.0,0.3543,0.0394,0.0,3288.0,,,0.1655,,,,,PrivacySuppressed,,30.019417476,19470.669903,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,0.5316,0.4684
41186,Academy of Cosmetology,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11332.0,,,0.7586,,,,0.235,9677,,27.048780488,26508.95122,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,0.0,1.0
41174,Milwaukee Career College,2,1,0.7207,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13991.0,3492.0,0.4286,0.7612,,,,0.276,7520,,25.94,21465.936364,20300,,PrivacySuppressed,,PrivacySuppressed,21200,PrivacySuppressed,PrivacySuppressed,12000,,PrivacySuppressed,,PrivacySuppressed,29,,PrivacySuppressed,,PrivacySuppressed,152,,PrivacySuppressed,,PrivacySuppressed,0.0455,0.9545
36963,University of the West,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4667,0.0,5926.0,6073.0,1.0,0.1719,19082.0,0.3333,0.8,0.138,PrivacySuppressed,,24.159090909,30486.5,,,,,,,,,,,,,,,,,,,,,,,,0.4615,0.5385
13039,South University-Tampa,1,3,0.48288288288287995,,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9735,0.0066,0.0,18780.0,6198.0,0.1497,0.6525,28639.0,0.0417,0.8,0.231,25000,,30.13738822,26269.065553,34800,,40200,,35900,29300,33600,30300,27700,,30600,,28000,1453,,448,,293,6642,,2540,,1551,0.2355,0.7645
22482,Milan Institute of Cosmetology-San Antonio Military,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2165,0.0,0.0,7209.0,,,0.7166,,,,0.25,13833,,26.219757366,18231.630156,16400,,19700,,19300,14900,16800,16000,11900,,16400,,15500,238,,122,,56,759,,464,,214,0.1008,0.8992
41806,Appalachian College of Pharmacy,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34139.0,7654.0,0.9688,,,,,0.0,PrivacySuppressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,Averett University-Non-Traditional Programs,1,3,0.63285229202037,941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0063,0.0,0.0283,0.0,0.0,0.0,0.0126,0.0,0.0,0.9497,0.0,9912.0,5570.0,1.0,0.3081,,,,0.099,25000,,27.285575049,51386.217349,39200,,42700,,48400,36200,38300,41500,25100,,31400,,43000,44,,69,,80,719,,774,,854,0.3987,0.6013
25318,Paul Mitchell the School-Tampa,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8648.0,,,0.4497,,,,0.10300000000000001,10556,,24.225590956,39969.297533,21800,,26000,,25000,18300,20400,19900,18400,,40300,,20700,269,,246,,230,1084,,783,,614,0.0876,0.9124
25318,Paul Mitchell the School-San Diego,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11734.0,,,0.3372,,,,0.10300000000000001,10556,,24.225590956,39969.297533,21800,,26000,,25000,18300,20400,19900,18400,,40300,,20700,269,,246,,230,1084,,783,,614,0.0864,0.9136
25318,Paul Mitchell the School-Michigan,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10626.0,,,0.3939,,,,0.10300000000000001,10556,,24.225590956,39969.297533,21800,,26000,,25000,18300,20400,19900,18400,,40300,,20700,269,,246,,230,1084,,783,,614,0.0506,0.9494
41582,Paul Mitchell the School-Sherman Oaks,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10152.0,,,0.3549,,,,0.075,11583.5,,24.16909621,39609.90379,,,,,,,,,,,,,,,,,,,,,,,,0.0857,0.9143
21499,Paul Mitchell the School-Mclean,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10129.0,,,0.361,,,,0.079,12500,,25.026984127,40579.507937,21500,,19300,,16800,19700,15300,16000,14000,,16100,,12100,PrivacySuppressed,,25,,PrivacySuppressed,80,,66,,61,0.0884,0.9116
