UNITID,CONTROL,CONTROL,TUITIONFEE_IN,TUITIONFEE_OUT,ICLEVEL,PREDDEG,ADM_RATE_ALL,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,TUITFTE,AVGFACSAL,PFTFAC,PCTPELL,COSTT4_A,C150_4,RET_FT4,CDR3,GRAD_DEBT_MDN,AGE_ENTRY,FAMINC,MN_EARN_WNE_P6,MN_EARN_WNE_P8,MN_EARN_WNE_P10,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10,SD_EARN_WNE_P6,SD_EARN_WNE_P8,SD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_NWNE_P8,COUNT_NWNE_P10,COUNT_WNE_P6,COUNT_WNE_P8,COUNT_WNE_P10,UGDS_MEN,UGDS_WOMEN
157030,2,Private,7290,7290,1,3,0.54,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6404,,0.3571,0.7089,16401,0.5333,0.5789,0.153,PrivacySuppressed,22.56097561,40035.56098,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.4776,0.5224
157058,1,Public,7404,17214,1,3,0.4769,883,0.0031,0,0,0,0.0498,0,0.0436,0,0.0717,0,0.0031,0,0.0436,0,0.028,0.0997,0,0.0312,0.0031,0,0,0,0,0,0.0062,0,0.1059,0.0841,0.0748,0.0467,0,0,0,0,0.0405,0.2025,0.0623,0,8557,6179,0.8601,0.5911,17231,0.1979,0.4372,0.22,29062.5,23.0352349,32436.76678,25600,28300,31300,23500,25700,28700,16200,21400,20200,80,89,103,895,865,718,0.3848,0.6152
157076,2,Private,22230,22230,1,3,0.6072,1021,0,0,0,0,0.051,0,0.051,0,0.0828,0,0,0.0064,0,0.0064,0.0064,0.0127,0,0.1019,0.0064,0,0,0.0637,0,0,0.0382,0,0.0764,0.1338,0,0.0255,0,0,0,0,0.0955,0.0191,0.2038,0.0191,11466,5154,0.5802,0.5008,31040,0.4064,0.6564,0.104,23650,20.78028747,53012.59548,30100,35800,41700,29000,32300,36700,16300,20300,24600,PrivacySuppressed,33,28,PrivacySuppressed,421,282,0.5441,0.4559
157085,1,Public,10616,22888,1,3,0.7221,1142,0.0726,0.0093,0.0158,0.0013,0.0923,0,0.0158,0,0.1094,0.0971,0,0.0195,0.0543,0,0.0248,0,0,0.0493,0.0145,0,0.02,0,0.0045,0,0.0133,0,0.0563,0,0.014,0.0576,0,0,0,0,0.0235,0.0686,0.1542,0.0123,10959,9766,0.8198,0.2469,23162,0.6139,0.8218,0.055,21250,20.83762038,77233.67097,43500,51700,54000,36900,43500,45100,45600,42500,45000,277,366,465,4593,4571,5127,0.4798,0.5202
157100,2,Private,16830,16830,1,3,0.4774,966,0,0,0,0,0,0,0,0,0.0875,0,0,0,0,0,0,0.0125,0,0,0,0,0.1625,0,0,0.0875,0,0,0.0625,0,0.1875,0,0,0,0,0,0.0125,0.2875,0.05,0.05,9312,4676,1,0.4866,29825,0.3438,0.5194,0.131,27000,21.51813472,54569.92746,29900,32700,36500,27500,28600,34600,18200,21100,23000,28,43,41,289,226,250,0.5612,0.4388
157216,2,Private,22550,22550,1,3,,,0,0,0,0,0.0596,0,0.0132,0,0.0596,0.0044,0,0,0,0,0.011,0.0044,0,0.0199,0.0044,0,0,0.0177,0.0132,0.0221,0,0,0.0464,0.064,0.4923,0.0066,0,0,0,0,0.0088,0.0375,0.0883,0.0265,8592,5583,0.5022,0.624,34602,0.3492,0.623,0.12,19500,24.79126525,39111.75658,25700,28100,31300,24900,27200,28800,16600,18700,22900,137,122,158,790,756,734,0.4197,0.5803
157289,1,Public,10432,24320,1,3,0.7386,1144,0,0,0,0.008,0.0803,0,0,0,0.0824,0.0939,0,0.0108,0,0.0066,0.0316,0.0097,0,0.0455,0.0101,0,0.0024,0.1071,0.0042,0,0.0132,0,0.0682,0.0577,0.0191,0.0643,0,0,0,0,0.0396,0.0876,0.1391,0.0184,11357,9450,0.6319,0.2925,22389,0.5353,0.8057,0.074,20000,22.14039409,63609.63886,38200,42700,48600,34800,39100,41800,30200,27600,47200,256,301,412,3399,3182,3272,0.4893,0.5107
157377,2,Private,22300,22300,1,3,0.5822,,0.0499,0,0,0,0,0,0,0,0.1385,0,0,0,0,0,0.0028,0,0,0.0166,0,0,0.0637,0.0277,0,0,0,0,0.0277,0.169,0,0,0,0,0,0,0,0.3241,0.1801,0,10812,6107,0.3153,0.51,34189,0.4333,0.7975,0.099,21855.5,29.41896025,42685.21407,34600,33400,37400,31500,30600,34500,22600,23000,26000,63,73,89,513,570,609,0.1503,0.8497
157386,1,Public,7866,19666,1,3,0.8443,1029,0.0329,0,0,0,0.0321,0,0.0097,0,0.1129,0.0007,0.0351,0.0075,0,0.0127,0.0142,0.1472,0,0.0336,0.0135,0,0.0022,0.0419,0.0075,0,0.0179,0,0.0239,0,0.0538,0.0463,0,0,0,0,0.0568,0.2063,0.0792,0.012,4950,6638,0.7906,0.3741,18191,0.4273,0.6968,0.097,24509,22.35899264,47502.92754,30000,32600,37000,27200,30400,33100,28500,22200,28800,324,414,525,2314,2310,2605,0.401,0.599
157401,1,Public,7392,20112,1,3,0.7996,1064,0.0384,0.0081,0,0,0.0633,0.0061,0.0289,0,0.1104,0.0047,0.0639,0.0108,0.0114,0,0.0182,0.0969,0,0.0242,0.0155,0,0,0.0209,0.0007,0,0.0168,0,0.0168,0.0215,0.0538,0.0229,0,0,0,0,0.0404,0.1555,0.1339,0.0162,7371,7011,0.7426,0.336,16825,0.52,0.7241,0.104,19704,22.86809499,55872.87945,33100,38300,42300,29700,34500,37100,22900,26400,29600,173,233,278,2180,2163,2333,0.4178,0.5822
157447,1,Public,8856,17328,1,3,0.9072,1046,0,0.0027,0,0,0.0875,0,0.0527,0,0.0848,0,0.0433,0.0089,0,0,0.0335,0.0232,0,0.025,0.0098,0,0,0.0116,0.0027,0,0.017,0,0.0415,0.0313,0.0286,0.0411,0,0,0,0,0.0487,0.1308,0.2558,0.0196,8607,7564,0.9701,0.3416,15159,0.3618,0.6929,0.095,23650,22.57867006,58296.04633,35200,38400,41800,32800,35400,37500,21900,25000,31300,265,312,436,3489,3218,3546,0.4606,0.5394
157535,2,Private,18290,18290,1,3,1,966,0,0,0,0,0.0282,0,0.0339,0,0.0282,0,0,0.0056,0,0,0.0339,0,0,0.1582,0.0113,0,0,0,0.0056,0,0.0169,0,0.1073,0.0904,0.0169,0.0056,0,0,0,0,0.0282,0.1864,0.2147,0.0282,15152,5793,0.75,0.4891,32707,0.3955,0.5495,0.154,22325,20.9613319,34797.90333,32100,36000,39000,28300,32400,31100,25800,23400,37700,50,57,81,317,384,322,0.5004,0.4996
157632,2,Private,18926,18926,1,3,,,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0.0296,0.1111,0,0.0444,0,0,0,0.0222,0,0,0,0,0.0593,0.0667,0,0,0,0,0,0,0.0074,0.5037,0.1185,0,11546,4361,0.5638,0.4947,34371,0.3108,0.5733,0.129,21000,22.12430939,54171.35635,29000,33200,34300,27600,30200,32800,18000,20400,21000,39,46,35,306,338,426,0.4291,0.5709
157757,2,Private,22950,22950,1,3,0.4571,967,0,0,0,0,0.0569,0,0,0,0.0528,0,0,0,0,0,0.0081,0.0041,0,0,0,0,0.0122,0,0,0,0,0,0.1748,0,0.0894,0.0244,0,0,0,0,0,0.3984,0.1789,0,15099,7024,0.5372,0.4442,32509,0.3824,0.7363,0.089,25000,25.42368421,51806.46711,38000,42500,48300,35400,39400,45100,22600,26900,30000,47,55,53,437,410,413,0.3007,0.6993
157809,2,Private,28743,28743,1,3,0.9328,982,0,0.0053,0,0,0.0265,0,0.0159,0,0.0557,0,0,0.0027,0,0.0053,0.0371,0.0477,0,0.069,0.0106,0,0.008,0.0027,0.0186,0,0.0265,0,0.0451,0.0345,0,0.0345,0,0,0,0,0.0053,0.0531,0.4695,0.0265,12637,6378,0.5891,0.251,37459,0.4621,0.7121,0.059,27000,23.77385621,69025.67059,46700,54300,58900,41300,48200,49400,31100,36700,46200,35,48,49,594,546,515,0.5044,0.4956
157818,2,Private,33360,33360,1,3,0.8262,1230,0,0,0,0,0.0126,0,0.0252,0,0.0462,0,0,0.063,0,0,0.0336,0.0042,0,0.1092,0.0378,0,0.0168,0.1134,0.021,0,0.0504,0,0.1092,0,0,0.1092,0,0,0,0,0.0588,0,0.1429,0.0462,13229,8294,0.8571,0.2689,43304,0.7048,0.8339,0.024,27000,19.50518135,91157.93264,34400,44700,50100,34100,40300,44100,21100,31600,27200,PrivacySuppressed,PrivacySuppressed,27,PrivacySuppressed,PrivacySuppressed,284,0.4162,0.5838
157863,2,Private,22980,22980,1,3,0.7523,970,0,0,0,0,0.0348,0,0.0174,0,0.2087,0,0,0,0,0,0.0261,0,0,0.0783,0,0,0,0.087,0,0.0087,0,0,0.0957,0.0609,0.0261,0.0174,0,0,0,0,0,0.113,0.1913,0.0348,10666,4679,0.5955,0.5647,31709,0.3197,0.6192,0.139,PrivacySuppressed,21.73870334,45423.42633,28800,32100,36400,28200,28800,32100,17400,21000,25400,50,56,68,405,370,310,0.527,0.473
157951,1,Public,9140,23352,1,3,0.9332,1047,0.022,0,0.0049,0.001,0.0699,0,0.022,0,0.0946,0.0217,0.0136,0.0078,0.0162,0.0016,0.0178,0.1095,0,0.0415,0.0126,0,0.0042,0.045,0.0039,0,0.0253,0,0.035,0,0.0246,0.0625,0,0,0,0,0.0402,0.1448,0.1431,0.0149,7780,7082,0.6635,0.368,17493,0.4355,0.7307,0.119,23250,22.36925247,54870.47659,30800,35900,38600,28200,32300,34700,23200,32600,32000,510,546,639,4865,4636,4804,0.442,0.558
158477,2,Private,33500,33500,1,3,0.6567,1109,0,0,0,0,0.0758,0,0,0,0,0,0,0.0227,0,0,0.0303,0,0,0.303,0.0303,0,0.0076,0.0076,0.0227,0,0.0455,0,0.1364,0,0,0.053,0,0,0,0,0.1288,0,0.0985,0.0379,12340,7143,0.5566,0.3515,44596,0.5203,0.8031,0.056,25000,19.85140562,71299.63454,32900,41600,52500,31200,37700,44900,22100,25400,38800,PrivacySuppressed,PrivacySuppressed,30,PrivacySuppressed,PrivacySuppressed,246,0.4288,0.5712
158802,2,Private,16252,16252,1,3,0.4059,886,0,0,0,0.0054,0.1183,0,0.0376,0,0,0,0,0,0,0,0.0323,0,0,0.0753,0.0108,0,0,0,0.0054,0,0.0538,0,0.0699,0,0,0.1774,0,0,0,0,0.043,0.2258,0.1344,0.0108,12186,6582,0.5271,0.7422,26606,0.3642,0.75,0.157,35269,20.31673582,34291.1148,27600,32400,37900,25000,29100,35400,18300,21000,24300,30,42,91,277,371,711,0.2742,0.7258
159009,1,Public,6525,15744,1,3,0.4395,868,0,0,0,0,0.0507,0,0.0493,0,0.0648,0,0.0493,0.0014,0.0197,0.0056,0.0225,0,0,0.0549,0.0056,0,0,0.0366,0,0,0.0014,0,0.0577,0.1887,0.0507,0.0169,0,0,0,0,0.0451,0.0845,0.1746,0.0197,4543,6246,0.9237,0.7824,21692,0.3017,0.6805,0.158,36656,21.60359897,25661.52185,26200,30400,32800,21900,25600,28100,19000,30100,24300,120,200,246,1596,1788,1785,0.404,0.596
159373,1,Public,,,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12642,8044,0.6676,0.2306,,,,0.005,16500,26.39371534,60563.55268,65600,96200,99800,58600,65600,68800,39000,98100,98100,PrivacySuppressed,PrivacySuppressed,39,PrivacySuppressed,PrivacySuppressed,414,0.1471,0.8529
159382,1,Public,6009,12868,1,3,0.5455,987,0,0,0,0,0.023,0,0,0,0.0623,0,0,0,0.0131,0,0.0623,0.223,0,0.023,0.023,0,0,0,0,0,0,0,0.0787,0.0525,0,0,0,0,0,0,0,0.2918,0.0984,0.0492,4864,5340,0.5878,0.3971,15182,0.2059,0.6419,0.116,14750,23.67633588,42853.85573,33000,35000,36300,30000,31800,33700,22000,24700,25400,86,165,192,779,1016,1170,0.2972,0.7028
159391,1,Public,8750,26467,1,3,0.7663,1161,0.0251,0.0124,0.0171,0,0.074,0,0.0055,0,0.1059,0.1174,0,0.0087,0.007,0,0.0288,0.0087,0,0.0784,0.0109,0,0.0552,0.0362,0.0066,0,0.0149,0,0.0428,0,0,0.0684,0,0,0,0,0.0298,0.0188,0.2042,0.023,10082,9461,0.9016,0.2013,21846,0.6739,0.8463,0.038,19500,20.37977887,75511.95697,45000,52000,60100,40200,44800,50100,39600,46900,55900,293,362,491,3786,4390,5552,0.4883,0.5117
159416,1,Public,6168,6168,1,3,0.7667,1050,0,0,0,0,0.029,0,0.0536,0,0.0781,0,0,0.0022,0,0,0.0268,0.1138,0,0.1317,0.0134,0,0,0,0,0,0.0112,0,0.1027,0.0179,0,0.0335,0,0,0,0,0.0491,0.0625,0.2612,0.0134,4180,6320,0.6782,0.3187,15753,0.3066,0.6617,0.087,16737,24.73866856,37556.10198,36000,39700,41000,32800,36100,35700,24400,29100,30000,115,155,196,943,945,1165,0.4038,0.5962
159568,2,Private,14570,14570,1,3,0.6106,990,0,0,0,0,0.0052,0,0,0,0.0619,0,0,0,0,0,0.0258,0.0052,0,0.0773,0.0103,0,0.0309,0.0825,0.0206,0.0515,0,0,0.0258,0.0464,0.0515,0,0,0,0,0,0.0773,0.3093,0.0876,0.0309,9880,5561,1,0.4319,22060,0.4664,0.5434,0.08,22513.5,21.47306397,54369.41751,35400,44400,48300,33400,40000,42800,22700,30800,32200,33,31,58,364,371,376,0.511,0.489
159647,1,Public,8052,22635,1,3,0.6503,1104,0.0283,0.021,0.0254,0,0.0167,0,0.0181,0,0.0544,0.1357,0.0377,0.0029,0.0341,0,0.0138,0.1016,0,0.0479,0.0131,0,0,0.037,0,0,0.0131,0,0.0377,0,0,0.0479,0,0,0,0.0269,0.0269,0.09,0.1582,0.0116,6473,7344,0.8294,0.2148,17862,0.5236,0.7985,0.07,20000,20.83423036,64949.58845,38800,45100,49200,35400,40100,41500,25400,30900,44300,153,206,296,1597,1985,2381,0.5732,0.4268
159656,2,Private,36630,36630,1,3,0.9025,1135,0,0.0154,0,0,0.1098,0,0,0,0.0116,0,0,0.0096,0,0,0.0809,0.0039,0,0.052,0.0039,0,0,0,0.0193,0,0.0173,0,0.1329,0.0039,0,0.1407,0,0,0,0,0.185,0.0231,0.1599,0.0308,18553,8648,0.7265,0.3072,49791,0.6194,0.7952,0.041,25500,20.32155477,78638.89134,36000,43400,52300,31700,38300,47100,34500,30500,34600,59,78,127,622,718,1008,0.4115,0.5885
159717,1,Public,6334,17404,1,3,0.7527,1030,0.0425,0.0102,0,0,0.0291,0,0.0118,0,0.0716,0.0488,0.0252,0.0063,0.0008,0.0102,0.0142,0.1715,0,0.0165,0.0063,0,0.0039,0.0472,0,0,0.0094,0,0.0386,0.0535,0,0.0386,0,0,0,0,0.0299,0.188,0.1149,0.011,4780,6419,1,0.3608,15951,0.4119,0.6975,0.121,19250,22.07051047,50404.31179,36600,41100,45000,32600,36600,38200,25200,28400,39200,194,221,342,1809,1795,2392,0.3858,0.6142
159939,1,Public,7392,21002,1,3,0.4357,1082,0,0,0,0.0014,0,0,0.0119,0,0.0476,0.0986,0,0.0077,0,0,0.0336,0.0014,0,0.0776,0.0049,0,0.1091,0,0.0042,0,0.0329,0,0.0755,0,0,0.0615,0,0,0,0,0.0874,0,0.3126,0.0322,7792,7540,0.7423,0.3298,16889,0.3372,0.6912,0.075,16025,22.77571861,42022.67436,35200,40300,43500,31500,34500,37800,24300,41500,32100,194,234,545,1745,1863,3528,0.4982,0.5018
159966,1,Public,7234,17481,1,3,0.8837,1031,0.0008,0,0,0,0.0251,0,0,0.0427,0.0845,0,0.1222,0,0.0502,0,0.0126,0.072,0,0.0318,0.0042,0,0.1238,0,0,0,0.0042,0,0.0301,0,0,0.0218,0,0,0,0,0.0184,0.1582,0.1732,0.0243,5254,5803,1,0.3886,16954,0.3969,0.6928,0.091,19484.5,22.15819641,53851.48032,37200,41900,43800,33600,36300,37500,25800,38700,35000,136,199,335,1430,1573,2099,0.3829,0.6171
159993,1,Public,6963,19121,1,3,0.7722,1030,0.0109,0,0,0,0.0248,0,0.0089,0,0.0596,0,0,0.005,0,0,0.0129,0.1152,0,0.0715,0.004,0,0,0.0655,0,0,0.0079,0,0.0765,0.0387,0.0089,0.0298,0,0,0,0.003,0.0159,0.2731,0.1519,0.0159,6327,6976,0.9968,0.3994,16310,0.405,0.7026,0.094,20018,21.49269311,51045.69937,38100,41700,46300,31600,34000,37500,31200,33700,40100,175,241,387,1997,2400,2875,0.3499,0.6501
160038,1,Public,6863,17651,1,3,0.7298,1027,0,0,0,0,0.0143,0,0.005,0,0.03,0,0.02,0,0.0285,0,0.0086,0.2832,0,0.0428,0.0029,0,0.0029,0.02,0,0,0,0,0.0777,0.0514,0.0221,0,0,0,0,0,0.0399,0.2525,0.082,0.0164,5838,6054,0.9904,0.4049,17659,0.3779,0.6843,0.108,21500,24.05781162,44726.74563,35700,39300,39600,30700,34600,34300,28900,28400,30500,250,320,593,2191,2384,3319,0.3147,0.6853
160065,2,Private,10310,10310,1,3,0.5618,,0,0,0,0,0,0,0,0,0.0922,0,0,0,0,0,0.0213,0.0496,0,0.0355,0,0,0.0142,0,0,0.0213,0,0,0.078,0,0,0.0284,0,0,0,0,0,0.4326,0.227,0,13551,5850,0.4825,0.5381,15775,0.2871,0.7222,0.059,31250,26.35758836,38185.35759,38700,41900,40700,36500,40100,39500,29800,24600,24400,35,30,53,302,324,408,0.1348,0.8652
160409,2,Private,16598,16598,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19233,3861,0.6429,0.3609,32125,1,0.8889,,PrivacySuppressed,22.48387097,33241.54839,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,0
160612,1,Public,6547,19111,1,3,0.8373,1030,0,0,0,0,0.0366,0,0.0168,0,0.1087,0,0.0499,0.0069,0.0306,0,0.0203,0.1339,0,0.039,0.0094,0,0,0.0089,0,0,0.0059,0,0.0455,0.0484,0.0222,0.0168,0,0,0,0,0.0371,0.1225,0.2243,0.0163,4772,6306,0.82,0.3652,16136,0.3724,0.6209,0.077,20500,21.10681645,50777.77094,34600,38900,42800,31500,35300,37200,25500,28000,31700,309,377,560,3360,3536,4061,0.3827,0.6173
160621,1,Public,6630,8274,1,3,0.5365,910,0.0198,0.0026,0.0119,0,0.0462,0,0.0251,0,0.0225,0.0594,0.0132,0.0013,0.0581,0,0.0145,0,0,0.0476,0.0053,0,0.0608,0,0,0,0.0053,0,0.0647,0.0793,0.0211,0.0528,0,0,0,0,0.0211,0.21,0.1361,0.0211,4727,6271,0.9412,0.6272,18882,0.3211,0.6982,0.115,31000,21.69098573,32553.77108,30800,34900,39600,27300,30900,34700,20100,23300,27200,115,229,222,1581,2313,2474,0.355,0.645
160630,1,Public,5218,6517,1,3,0.207,806,0,0,0,0,0,0,0,0,0.0379,0,0,0,0.041,0,0.0221,0.0473,0,0.0631,0.0252,0,0,0,0,0,0,0,0.1514,0.1293,0.1861,0.0032,0,0,0,0,0,0.1009,0.1735,0.0189,3783,5676,0.7651,0.6042,10300,0.1172,0.5556,0.119,26883,27.05238541,20380.63517,26800,28300,32100,24800,25000,28600,17200,18600,23000,104,95,191,770,641,1106,0.2461,0.7539
160658,1,Public,6872,19272,1,3,0.558,1070,0.0088,0.0056,0.0156,0,0.0345,0,0.0164,0,0.1424,0.0714,0.0337,0.0036,0.0189,0,0.0148,0.1284,0,0.0365,0.0052,0,0,0,0.0004,0,0.0168,0,0.0405,0.0301,0,0.0321,0,0,0,0,0.0421,0.1235,0.1677,0.0108,5702,7652,0.8079,0.331,16112,0.4836,0.763,0.076,19625,22.43791834,55865.01372,37200,42000,46400,32800,36600,39900,35600,32200,37500,286,376,549,3107,3421,3930,0.4443,0.5557
160755,2,Private,48305,48305,1,3,0.2795,1342,0,0.0163,0.0214,0.0062,0.0299,0,0.0434,0,0.0051,0.0377,0,0.0366,0,0.0214,0.04,0.009,0,0.0975,0.013,0,0,0,0.0124,0,0.0096,0,0.0597,0.0163,0,0.1606,0,0,0,0,0.0439,0.0659,0.2299,0.0242,24250,10897,0.5755,0.1542,61055,0.8293,0.9223,0.041,27000,23.70275315,94116.93607,48400,64000,86300,42800,51600,61700,39400,60300,91700,150,148,267,1438,1417,2293,0.4236,0.5764
160904,2,Private,21552,21552,1,3,0.6599,1039,0,0,0,0,0.028,0,0.0186,0,0.0186,0,0,0.0093,0,0,0.028,0,0,0.2857,0.0186,0,0,0,0.0093,0.0031,0.2422,0,0.1149,0,0,0.0497,0,0,0,0,0.0124,0.0342,0.1056,0.0217,15977,8131,0.8945,0.5343,29988,0.4373,0.7077,0.103,26000,20.2297781,52012.95634,46700,56300,64500,29900,41000,49800,54900,44900,45700,47,59,91,751,806,1300,0.2702,0.7298
160959,2,Private,40491,40491,1,3,0.711,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37489,7148,1,0.3876,49890,0.7101,0.8058,0.029,19000,20.51871658,62201.15508,20500,32300,27800,18500,29600,24600,13700,26700,21400,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.2959,0.7041
160977,2,Private,47030,47030,1,3,0.2542,,0,0.0692,0,0.0156,0,0,0,0,0,0.0045,0,0.0446,0,0,0.0848,0,0,0.1317,0.0313,0,0.0246,0,0.0313,0,0.0737,0,0.1116,0,0,0.2656,0,0,0,0,0.0625,0,0,0.0491,41051,10238,0.8384,0.1167,61000,0.8848,0.946,0.006,16167.5,19.41794872,118142.5564,46000,56200,74300,43100,46100,59200,30600,38200,66300,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.4958,0.5042
161004,2,Private,46808,46808,1,3,0.1491,,0,0,0,0.0611,0,0,0.0265,0,0.002,0,0,0.053,0,0,0.0509,0,0,0.165,0.0489,0,0.0061,0,0.0204,0,0.0855,0,0.055,0,0,0.3157,0,0,0,0,0.0489,0,0,0.0611,28543,11184,0.8669,0.1421,59900,0.9303,0.9779,0.013,19468,19.42090396,102832.6158,57100,62700,83300,44600,51100,65500,50000,52800,67500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5008,0.4992
161086,2,Private,47350,47350,1,3,0.2805,1333,0,0.0629,0,0.0503,0,0,0.0231,0,0,0,0,0.044,0,0,0.0797,0,0,0.13,0.0314,0,0.0985,0,0.0377,0,0.065,0,0.0713,0,0,0.2348,0,0,0,0,0.0314,0,0,0.0398,28496,11500,0.8296,0.1203,59110,0.9046,0.9234,0,19270,19.47575758,125703.6515,50200,64900,71000,42700,56800,58100,33900,51400,77100,PrivacySuppressed,PrivacySuppressed,29,PrivacySuppressed,PrivacySuppressed,294,0.4705,0.5295
161165,2,Private,16097,16097,1,3,0.7195,951,0,0,0,0,0,0,0.0295,0,0.0334,0,0,0,0,0.0354,0.0059,0.0079,0,0.0275,0,0,0,0,0,0,0.0039,0,0.1473,0.1257,0,0,0,0,0,0,0,0.22,0.3635,0,12740,6865,0.4169,0.434,25620,0.4209,0.7698,0.082,25875,21.82540676,62491.39174,39900,38300,42500,34300,35300,38800,26600,23700,29200,75,82,80,1071,891,817,0.4655,0.5345
161217,1,Public,7448,16688,1,3,,,0,0,0.0062,0,0,0,0.0401,0,0.0015,0,0,0,0.0123,0,0.0108,0.2096,0.0586,0.0262,0,0,0.0015,0,0,0,0,0,0,0.0508,0.0169,0.0169,0,0,0,0,0.0169,0.4176,0.114,0,5460,7352,0.3477,0.5623,14469,0.1097,0.4921,0.19,22544,29.31881533,31888.53746,26000,27400,30600,23900,25700,27700,17700,18400,21200,388,413,533,1566,1661,1873,0.2689,0.7311
161226,1,Public,9217,18305,1,3,0.8455,,0,0.0205,0,0,0,0,0.0114,0,0.3545,0,0,0,0,0,0.0932,0.0136,0,0.0409,0.0182,0,0.05,0,0.0068,0,0.0114,0,0.0909,0,0,0.0477,0,0,0,0,0.0409,0.1159,0.0705,0.0136,6403,6840,0.6705,0.484,20989,0.5352,0.7466,0.061,27000,20.53295129,56229.99905,27700,32000,37500,27200,30700,36000,14300,20300,21700,59,76,98,746,845,855,0.3498,0.6502
161235,1,Public,7575,10875,1,3,0.7461,899,0,0.051,0,0,0,0,0.0064,0,0.0446,0,0,0,0,0,0.0064,0.051,0,0.0064,0,0,0,0,0,0,0,0,0,0.1146,0,0.0701,0,0,0,0,0,0.5414,0.1083,0,5616,6829,0.381,0.3524,17932,0.4955,0.6423,0.111,18130.5,25.96880416,46740.79549,36000,36700,37700,31700,33300,33400,21800,22300,25300,26,37,38,237,230,292,0.2992,0.7008
161244,1,Public,7490,19370,1,3,,,0,0.0241,0,0,0,0,0,0,0.0723,0,0,0,0,0,0.0602,0.1205,0,0.1325,0,0,0,0.0964,0,0,0,0,0.2289,0,0,0.012,0,0,0,0,0.0361,0.0241,0.1928,0,4488,6295,0.4306,0.3935,17503,0.3143,0.7606,0.129,21933,24.21428571,38740.5989,25400,28000,29400,23200,25900,27500,15000,20600,19800,PrivacySuppressed,36,39,PrivacySuppressed,220,217,0.3467,0.6533
161253,1,Public,10606,28486,1,3,0.8257,1078,0.0422,0.0266,0,0.0006,0.0617,0,0.0084,0,0.1052,0.1162,0.0617,0.0078,0.0299,0,0.0266,0.0091,0,0.061,0.011,0,0.0156,0.0071,0.0032,0,0.013,0,0.0695,0,0.0253,0.0799,0,0,0,0,0.0175,0.0695,0.1175,0.0136,9569,9610,0.656,0.3345,22193,0.5966,0.7683,0.047,26000,20.47743782,71530.38807,37400,42500,48300,33800,38200,42500,24200,25900,31700,179,222,290,2989,2913,2915,0.5255,0.4745
161299,1,Public,12400,24040,1,3,0.7863,1024,0,0,0,0,0,0,0,0,0,0.3793,0.1609,0,0,0,0,0,0,0.0805,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0.3103,0,0,0.0632,0,16862,7500,0.6897,0.2857,23940,0.6966,0.7838,0.041,27000,20.44444444,81409.09495,82000,88000,107200,75200,81300,95600,49600,58500,71200,PrivacySuppressed,PrivacySuppressed,31,PrivacySuppressed,PrivacySuppressed,425,0.8691,0.1309
