UNITID,CONTROL,CONTROL,TUITIONFEE_IN,TUITIONFEE_OUT,ICLEVEL,PREDDEG,ADM_RATE_ALL,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,TUITFTE,AVGFACSAL,PFTFAC,PCTPELL,COSTT4_A,C150_4,RET_FT4,CDR3,GRAD_DEBT_MDN,AGE_ENTRY,FAMINC,MN_EARN_WNE_P6,MN_EARN_WNE_P8,MN_EARN_WNE_P10,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10,SD_EARN_WNE_P6,SD_EARN_WNE_P8,SD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_NWNE_P8,COUNT_NWNE_P10,COUNT_WNE_P6,COUNT_WNE_P8,COUNT_WNE_P10,UGDS_MEN,UGDS_WOMEN
228246,2,Private,45940,45940,1,3,0.524,1316,0,0.0041,0,0.0006,0.1081,0,0.0158,0,0.0023,0.1005,0,0.0269,0,0,0.0234,0.0339,0,0.0356,0.0444,0,0.0105,0.0543,0.0129,0,0.014,0,0.052,0,0.0082,0.1402,0,0,0,0,0.0701,0.0029,0.2185,0.021,25697,11624,0.6689,0.1597,60938,0.7702,0.8936,0.033,22125,20.7633427,107250.5449,68100,67000,77900,54300,55200,60700,69700,60000,72400,94,84,150,1175,1164,1359,0.4954,0.5046
228325,2,Private,18580,18580,1,3,0.3343,,0,0,0,0,0.004,0.0101,0,0,0.1147,0,0,0.006,0,0,0.0141,0.0805,0,0,0,0,0.002,0,0,0.5191,0,0,0.0704,0,0.0604,0.0161,0,0,0,0,0.0201,0,0.0765,0.006,11536,5543,0.5484,0.5265,31578,0.4103,0.7389,0.1,25150,22.98957428,52649.93832,30400,34900,38700,28900,32900,35700,20800,23700,28600,82,92,91,693,575,635,0.4855,0.5145
228343,2,Private,36120,36120,1,3,0.4852,1159,0,0.0414,0,0.0096,0.0605,0,0.0191,0,0.0541,0,0,0.0159,0,0,0.0382,0,0,0.1369,0.0127,0,0,0.0255,0.0478,0,0.0287,0,0.0828,0,0,0.1624,0,0,0,0,0.1115,0.0032,0.1051,0.0446,16438,8078,0.7012,0.2821,48080,0.7307,0.8248,0.062,26944,20.39599384,85843.9245,41500,50700,63400,38700,48100,54000,25900,32700,45700,PrivacySuppressed,34,37,PrivacySuppressed,300,367,0.4193,0.5807
228431,1,Public,8892,19752,1,3,0.5851,998,0.0269,0.0184,0.008,0,0.0358,0,0.0119,0,0,0,0,0.006,0.0542,0.006,0.0273,0.0025,0,0.0278,0.0124,0,0.1382,0.082,0.001,0,0.009,0,0.0373,0.0249,0.0318,0.0273,0,0,0,0,0.0746,0.1452,0.1745,0.0169,6733,7163,0.8064,0.4157,22544,0.4371,0.7,0.111,24650,21.48778669,58307.49077,36700,41400,46400,34800,38900,41900,21600,24800,34300,264,326,382,3751,3494,3336,0.3681,0.6319
228459,1,Public,8950,19086,1,3,0.729,1032,0.0086,0.0133,0.0057,0.0003,0.0629,0.0015,0.0183,0,0,0.0131,0.0143,0.011,0.0341,0,0.0609,0.0038,0,0.0289,0.0103,0,0.095,0.0738,0.0028,0,0.0035,0,0.0577,0.0549,0.0221,0.0775,0,0,0,0,0.0793,0.0602,0.1698,0.0163,7237,7615,0.7171,0.3514,19428,0.5511,0.7601,0.082,21000,21.77634601,61451.64436,40600,46200,51100,38300,42400,45700,26400,34100,36800,596,666,761,8151,7606,7135,0.44,0.56
228468,2,Private,19460,19460,1,3,0.4965,905,0,0,0,0,0.0303,0,0.0227,0,0.1439,0,0,0,0,0,0.0227,0.1136,0,0.0227,0,0,0,0.0227,0.053,0.0455,0.0152,0,0.0758,0,0,0.0227,0,0,0,0,0.0076,0.303,0.0909,0.0076,14350,6173,0.5435,0.5089,28054,0.4018,0.6886,0.131,24792.5,23.6875,42388.10833,39000,43400,47100,33200,39200,41500,26700,30900,33000,38,38,68,237,266,313,0.4408,0.5592
228501,1,Public,5676,14364,1,3,0.934,890,0.0401,0.043,0,0,0,0,0.0115,0,0,0,0.0057,0.0229,0,0,0.0659,0.063,0,0.0831,0.0143,0,0.1461,0.0287,0,0,0.0258,0,0.0487,0.1404,0,0.0201,0,0,0,0,0.0201,0.0258,0.1318,0.063,4104,6028,0.6503,0.5742,17354,0.2794,0.515,0.138,15000,23.87750557,35641.18486,34600,38400,41400,31300,35700,37900,22500,25100,29300,99,123,163,812,915,1074,0.4311,0.5689
228529,1,Public,6516,15204,1,3,0.5254,961,0.0884,0.0136,0,0,0.022,0,0.0293,0,0,0.0078,0.0235,0.0037,0.0178,0,0.0162,0.0298,0,0.0267,0.012,0,0.1684,0.0675,0,0,0.0099,0,0.0727,0.0502,0.0282,0.0162,0,0,0,0.0042,0.0188,0.0669,0.1977,0.0084,6117,7428,0.5425,0.4143,17964,0.4466,0.6836,0.076,19894,24.69535917,53166.77332,38200,43100,47700,35900,39600,42500,23600,29100,32800,307,314,355,3022,2814,2870,0.3901,0.6099
228635,1,Public,,,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10402,8013,0.84,0,,,,0.016,4000,24.95454546,8836.549587,71700,116800,141100,60800,85900,102100,36400,95500,124100,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.4,0.6
228644,1,Public,,,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10637,8150,0.5801,0.2989,,,,0.024,12500,27.145,41066.301,67500,94300,111500,62500,75100,79000,36100,72800,107700,38,29,56,565,609,709,0.2424,0.7576
228653,1,Public,,,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9016,8436,0.9706,0.2166,,,,0.012,15000,26.93146417,56244.78193,71000,76700,76800,68800,73500,77600,37400,41600,42100,PrivacySuppressed,30,PrivacySuppressed,PrivacySuppressed,309,PrivacySuppressed,0.1992,0.8008
228705,1,Public,7554,18984,1,3,0.8357,922,0.0329,0.0132,0,0,0.0258,0,0.0033,0,0,0.0784,0.0181,0.0033,0.0093,0,0.0186,0,0,0.0488,0.0077,0,0.2708,0.0444,0,0,0.0126,0,0.0609,0,0.0115,0.0921,0,0,0,0,0.017,0.0905,0.1217,0.0192,6090,6948,0.6372,0.5027,19700,0.3541,0.6357,0.127,19264,24.78230923,38008.05837,39500,44700,49300,35800,39100,42600,27000,32300,38500,225,190,295,2445,1998,2267,0.4699,0.5301
228723,1,Public,9685,26583,1,3,0.7103,1206,0.1033,0.0308,0.0117,0.0004,0.0278,0,0.0186,0,0,0.1503,0.0277,0.0042,0.0152,0,0.0205,0,0,0.0777,0.0085,0,0.0868,0.0439,0.003,0,0.018,0,0.044,0.0025,0,0.0667,0,0,0,0.0059,0.0015,0.0468,0.1675,0.0167,9515,9961,0.8763,0.2183,20998,0.7934,0.9007,0.042,18766.5,20.321149,79063.1846,53600,61600,67800,48600,53600,58000,35300,45100,52100,444,651,852,8548,8303,8401,0.514,0.486
228769,1,Public,8878,18102,1,3,0.614,1053,0,0.0009,0.0088,0,0.0328,0,0.0201,0,0.0007,0.055,0,0.0191,0,0,0.0188,0.0577,0,0.0608,0.0047,0,0.0585,0.0275,0.0024,0,0.0093,0,0.0181,0.0256,0.0273,0.0304,0,0,0,0,0.0309,0.3575,0.1175,0.0157,7387,8946,0.6226,0.4003,21594,0.4188,0.6932,0.068,18000,27.46041361,49802.60432,43700,47800,54000,41100,44200,48700,27400,30600,37800,583,622,737,6664,6319,6576,0.3975,0.6025
228778,1,Public,9830,34836,1,3,0.3966,1296,0,0.0008,0.0062,0.013,0.1124,0.0018,0.0242,0,0,0.1087,0,0.0207,0.0358,0,0.028,0.0114,0,0.081,0.0238,0,0.0445,0.0218,0.0092,0,0.0246,0,0.0374,0,0.0073,0.1049,0,0,0,0,0.0278,0.0448,0.1898,0.0199,10165,11172,0.9071,0.2602,25918,0.8064,0.9445,0.036,22000,20.35129144,75514.77188,52200,60200,73900,46000,50500,58200,41700,50700,65100,535,641,733,7360,7861,8198,0.4814,0.5186
228787,1,Public,10864,26894,1,3,0.6194,1259,0,0,0,0.0021,0.0186,0,0.0404,0,0,0.0918,0,0.0204,0,0,0,0.0004,0,0.129,0.0114,0,0.0489,0,0,0,0.0204,0,0.0872,0,0.0196,0.0732,0,0,0,0,0.0622,0.035,0.3226,0.0168,10462,12307,0.7414,0.3553,22713,0.7064,0.8637,0.056,18750,23.20418343,51222.67772,47800,54400,61400,44000,48100,53100,31500,39200,47200,277,331,384,2800,2683,2761,0.5666,0.4334
228796,1,Public,7259,18389,1,3,0.9989,,0,0.0047,0,0.0013,0.0459,0,0.0214,0,0.0764,0.0915,0,0.0126,0,0,0.022,0,0,0.0776,0.0101,0,0.0824,0.0286,0.0035,0,0.0195,0,0.0688,0.0635,0.0138,0.0239,0,0,0,0,0.0358,0.1204,0.155,0.0214,5661,8418,0.7102,0.576,15067,0.3825,0.6761,0.102,16695,22.74184835,31231.4234,35300,39300,43300,30400,35900,40000,33500,28200,32500,463,557,554,4409,4641,4613,0.4634,0.5366
228802,1,Public,7312,18172,1,3,0.8358,1051,0,0,0,0,0.0192,0,0.0192,0,0,0.0497,0.0261,0.0157,0,0,0.0357,0,0,0.0322,0.0105,0,0.1089,0.0706,0,0,0.007,0,0.0549,0.0348,0,0.0218,0,0,0,0,0.0261,0.2657,0.1716,0.0305,5699,7503,0.786,0.3636,19552,0.4486,0.612,0.084,18061,24.8474253,48205.70725,42900,47400,50500,39400,41200,44200,26500,31700,34600,157,218,245,1695,1888,1818,0.4259,0.5741
228875,2,Private,38600,38600,1,3,0.4887,1207,0.0116,0.0056,0,0,0.1702,0,0.0131,0,0.0561,0.0207,0,0.0066,0,0,0.0182,0.0379,0,0.0364,0.0076,0,0,0.0056,0.0086,0,0.0202,0,0.0687,0.0162,0.0096,0.0884,0,0,0,0,0.0581,0.1359,0.1914,0.0136,24866,10265,0.9844,0.1288,50440,0.7549,0.896,0.032,22000,21.03896104,120745.9918,50300,55300,62600,46900,49100,52800,46900,49300,55100,90,119,181,1516,1536,1839,0.4016,0.5984
228884,2,Private,10008,10008,1,3,,,0,0,0,0,0,0,0.0198,0,0.1287,0,0,0,0,0,0,0.2376,0,0.0495,0.0297,0,0,0,0,0,0,0,0,0.2079,0.0495,0.0594,0,0,0,0,0.0099,0,0.2079,0,10531,4009,0.814,0.8733,21046,0.1236,0.35,0.255,29125,23.36220472,24935.9252,24600,29900,28000,21500,27200,23400,18200,21600,23000,54,63,111,449,455,548,0.6199,0.3801
228981,2,Private,26800,26800,1,3,0.5587,1020,0,0,0,0,0.0303,0,0.0202,0,0.0808,0,0,0.0051,0,0,0.0202,0,0,0.0505,0.0253,0,0,0.1667,0,0.0303,0.0758,0,0.0758,0,0,0.0657,0,0,0,0,0.0707,0.0354,0.2273,0.0202,12176,6727,0.6667,0.4,37444,0.4394,0.6994,0.09,27000,20.58271237,69959.92847,38600,44900,51100,36300,41900,45600,23800,29200,38800,33,46,53,529,500,575,0.4775,0.5225
229018,1,Public,5250,13938,1,3,0.87,963,0,0,0,0,0.0237,0,0.0373,0,0,0.0576,0.0136,0.0305,0.0475,0,0.0254,0.0237,0,0.061,0.0186,0,0.1068,0.0695,0,0,0.0356,0,0.0814,0.0085,0.0237,0.0746,0,0,0,0,0.0254,0.0051,0.1915,0.039,6767,7275,0.5755,0.1915,13939,0.3373,0.6911,0.081,12750,26.88950532,43818.85021,44800,50100,52300,40700,44000,46100,34300,36600,36200,108,124,148,981,1022,1123,0.4192,0.5808
229027,1,Public,7457,16507,1,3,0.7591,1037,0,0.0044,0.0262,0.0037,0.052,0,0.0172,0,0.0802,0.0641,0,0.0079,0,0,0.0311,0.0291,0,0.0619,0.0152,0,0.0013,0.0615,0.0026,0,0.0123,0,0.0785,0.0575,0.0062,0.0611,0.0128,0,0,0,0.0322,0.0258,0.2308,0.0242,7653,7567,0.7453,0.4324,19054,0.3111,0.6355,0.086,23000,21.68035477,51269.99512,38800,44800,49600,36600,41600,45300,24000,30600,32900,600,737,1017,7185,7383,8199,0.5157,0.4843
229063,1,Public,8126,18986,1,3,0.5192,812,0,0,0,0,0.1073,0,0.015,0,0,0,0.0438,0.0104,0.0138,0,0.0081,0.0946,0,0.0784,0.0069,0,0.0242,0.0265,0,0,0.0208,0,0.0346,0.0611,0.0358,0.0381,0,0,0,0.0161,0.0127,0.1246,0.2226,0.0046,5996,7225,0.7176,0.6711,22183,0.1615,0.5326,0.154,30500,23.16228366,29073.35356,30300,34600,37600,24700,29000,31300,26800,29100,35900,261,451,640,2203,3295,4168,0.4305,0.5695
229115,1,Public,7811,16499,1,3,0.6613,1110,0.0531,0.0095,0.0228,0.0006,0.0718,0,0.0196,0,0,0.1159,0.0019,0.0099,0.0765,0,0.0301,0.0183,0,0.0394,0.0082,0,0.0834,0.0613,0.0046,0,0.0128,0,0.0409,0,0.0055,0.0524,0,0,0,0,0.0331,0.0072,0.1991,0.0221,8792,8890,0.8597,0.2794,21239,0.5908,0.8347,0.06,22250,21.27626629,73224.82845,46800,54500,61600,42200,47700,51400,30500,41800,52200,444,457,647,6162,5713,6481,0.5528,0.4472
229160,2,Private,23144,23144,1,3,0.3806,984,0,0,0,0,0.0517,0,0.0069,0,0.1483,0,0,0.0207,0,0.0759,0.0172,0,0,0.0103,0.0069,0,0.131,0.0448,0.0172,0,0.0034,0,0.0621,0.0759,0,0.0552,0,0,0,0,0.0655,0.0103,0.1759,0.0207,18437,7232,0.5939,0.4668,33163,0.403,0.5113,0.073,25000,25.12356021,44039.81152,38200,40800,44400,36600,38500,42000,25100,26900,32200,74,70,79,664,648,609,0.5066,0.4934
229179,1,Public,7836,18696,1,3,0.8531,953,0,0,0,0,0,0,0.0046,0.0035,0,0,0,0,0.0593,0.0101,0.0101,0.1292,0,0.034,0.0137,0,0.1211,0.0542,0,0,0.0046,0,0.0426,0.0279,0.0289,0.0122,0,0,0,0,0.0436,0.2995,0.0963,0.0046,5487,8085,0.9726,0.4533,16846,0.4394,0.7359,0.065,19500,25.00055918,45316.35862,42800,45900,49100,40400,42600,44700,31100,29600,38500,227,254,287,2695,2482,2322,0.1029,0.8971
229267,2,Private,36214,36214,1,3,0.4842,1281,0,0.0213,0,0.0213,0.0774,0,0.0309,0,0.0019,0.0696,0,0.0348,0,0,0.0445,0,0,0.1044,0.0193,0,0,0,0.0232,0,0.0329,0,0.0348,0,0,0.1315,0,0,0,0,0.0774,0,0.2418,0.0329,17509,10153,0.7882,0.1555,48598,0.8122,0.8839,0.021,24450,19.57553957,102551.4928,48900,58200,68000,45700,52500,54900,34900,35800,62800,PrivacySuppressed,27,34,PrivacySuppressed,419,491,0.4818,0.5182
229300,1,Public,,,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9272,9398,0.6929,0.4151,,,,0.009,15000,27.04407295,49690.0228,71100,74700,138400,66200,70000,90300,40900,56800,124600,PrivacySuppressed,PrivacySuppressed,30,PrivacySuppressed,PrivacySuppressed,368,0.1507,0.8493
229337,1,Public,,,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7919,8301,0.9723,0.3336,,,,0.018,12500,29.45194805,59200.96753,76700,88900,100600,68300,76400,80300,46900,64400,88600,PrivacySuppressed,PrivacySuppressed,31,PrivacySuppressed,PrivacySuppressed,422,0.1438,0.8562
229780,2,Private,12960,12960,1,3,0.9774,946,0,0.0007,0,0,0.002,0,0,0,0.0424,0,0,0.0013,0,0,0.0033,0.3442,0,0.0059,0.0026,0,0.0007,0.0013,0.0254,0.002,0.0013,0,0.0072,0.073,0.0639,0.0052,0,0,0,0,0.0046,0.0737,0.3377,0.002,8676,4652,1,0.3389,23229,0.3198,0.4508,0.098,18271.5,29.85549133,43766.92619,41300,44600,47200,37800,39400,41300,26300,32800,33600,107,113,169,1132,1121,1177,0.5151,0.4849
229814,1,Public,6782,7538,1,3,0.6742,970,0.0851,0.0054,0,0,0.0489,0,0.004,0,0,0.0282,0.0141,0.0027,0,0.002,0.0161,0.1079,0,0.0469,0.0054,0,0.1327,0.0483,0,0,0.0194,0,0.0288,0.0295,0.0442,0.0168,0,0,0,0,0.059,0.1113,0.1374,0.006,6029,7444,0.7772,0.3884,18039,0.4047,0.6672,0.107,20750,23.22504491,53423.76726,39300,42800,46700,35200,39300,42700,38600,32400,30700,207,205,285,2214,2080,2089,0.4591,0.5409
229887,2,Private,11482,11482,1,3,,,0,0,0,0,0.0387,0,0,0,0.1878,0,0,0,0,0,0.0055,0,0,0.0829,0,0,0,0,0.0276,0,0.0055,0,0,0.221,0,0.0663,0,0,0,0,0,0,0.3536,0.011,7815,4447,0.6538,0.8368,21299,0.2,0.5158,0.214,31000,24.05869075,25613.89842,26400,29700,30700,23200,26600,26700,18900,21000,22300,56,43,53,511,392,399,0.4345,0.5655
230038,2,Private,5000,5000,1,3,0.47,1290,0.012,0,0,0.0132,0.0457,0.0046,0.0314,0,0.081,0.0653,0,0.0482,0.0559,0,0.029,0.002,0,0.1175,0.0146,0,0.0046,0.031,0.0029,0,0.0131,0,0.0405,0,0,0.0847,0,0,0,0,0.0655,0.0893,0.1277,0.02,5763,9911,0.747,0.3702,17236,0.7902,0.8686,0.012,11000,21.7243795,40320.20907,46600,58800,71500,41100,50400,59700,37400,53600,65400,1533,1820,2227,6075,5677,6571,0.5452,0.4548
230047,2,Private,4940,4940,1,3,0.3486,1110,0,0,0,0.0137,0,0,0.0375,0,0.1298,0,0,0,0,0,0.0225,0.166,0,0.0474,0.0062,0,0.0662,0.0549,0,0,0,0,0.04,0,0.0375,0.0462,0,0,0,0,0.0474,0,0.2759,0.0087,3088,8658,1,0.2415,16128,0.5484,0.6094,0.045,8250,21.71396141,50387.64926,35600,43200,49100,29000,35900,42200,32300,43400,40000,151,120,162,471,428,455,0.4298,0.5702
230603,1,Public,6138,18596,1,3,0.6103,1063,0.0169,0,0,0,0.0362,0,0.0115,0,0.1377,0.0054,0.0177,0.0069,0.0469,0.0054,0.0215,0.2654,0,0.0538,0.0038,0,0.0131,0.0069,0.0015,0,0.0123,0,0.0592,0.0292,0,0.0438,0.01,0,0,0,0.0369,0.0523,0.0877,0.0177,7753,6339,0.7741,0.3943,18315,0.5036,0.6554,0.064,12000,22.56473829,46296.63326,34100,39200,45500,30200,35000,39800,25200,30500,41700,290,341,443,1751,1656,1735,0.4719,0.5281
230630,2,Private,16968,16968,1,3,,,0,0,0,0,0,0,0.1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0.4186,0.1977,0,17233,3517,0.1515,0.7312,28066,0.2744,0.8,0.253,25968,31.48047538,20136.88607,27200,33400,34000,24200,28400,28800,20900,25800,26700,651,323,357,3111,1373,1309,0.5185,0.4815
230728,1,Public,6250,18250,1,3,0.9783,1067,0.0282,0.0065,0.0089,0.0076,0.0152,0,0.0239,0.0011,0.112,0.0458,0.0011,0.0074,0.0512,0.0046,0.0263,0.2062,0,0.025,0.0054,0,0.0317,0.0046,0.0026,0,0.0087,0,0.0206,0.0035,0.0148,0.0864,0.0002,0.0041,0.0022,0.0024,0.0308,0.0968,0.1061,0.0082,5160,8462,0.953,0.3626,16572,0.4977,0.7141,0.05,12500,23.65291996,48782.05898,37400,43400,49600,33900,39400,43200,31600,30900,42700,766,879,1075,4359,3837,4313,0.4718,0.5282
230737,1,Public,5270,14802,1,3,,,0,0.0002,0,0,0.0268,0,0.0426,0.0071,0.0697,0.0071,0.0114,0.0079,0,0.0064,0.0171,0.2358,0,0.0216,0.0031,0,0.0293,0.0256,0.0033,0,0.006,0,0.0701,0.0757,0.005,0.0112,0.0073,0.0143,0.0008,0.0578,0.0322,0.053,0.1428,0.0089,4537,7314,0.3763,0.3878,12875,0.3116,0.5914,0.071,15000,24.28235399,40359.62737,38700,44200,50700,34500,39100,43800,28900,34300,44100,1048,1029,1442,5985,4874,5593,0.5673,0.4327
230764,1,Public,7835,25057,1,3,0.8142,1131,0,0.0094,0.009,0.0057,0.0788,0,0.0342,0,0.0147,0.0799,0,0.0234,0.0499,0,0.0293,0,0,0.0355,0.0137,0,0.0287,0.0534,0.0049,0,0.0253,0,0.064,0,0.0159,0.1436,0,0,0,0,0.0679,0.0786,0.1186,0.0155,10088,10036,0.8191,0.3092,18931,0.6221,0.8868,0.032,14107,23.90143809,49888.19186,47200,55300,63500,40800,47100,53000,43500,49500,58300,554,745,947,5123,4988,5527,0.5555,0.4445
230782,1,Public,5184,13838,1,3,,,0,0,0,0,0.0131,0,0.0301,0,0.0521,0.0061,0.0202,0.0077,0.0129,0,0.0161,0.2787,0,0.015,0.0029,0,0,0,0.0014,0,0.007,0.0032,0.0202,0.0385,0.0134,0.0249,0.0084,0.0075,0.0014,0,0.0131,0.3157,0.0843,0.0061,4669,7201,0.9561,0.2873,13733,0.3473,0.5509,0.058,13591,25.05541103,42108.88437,39700,44800,49900,36100,40700,44500,30400,30700,39400,530,634,786,4145,3836,4260,0.4663,0.5337
230807,2,Private,30364,30364,1,3,0.9576,1122,0,0.0378,0,0.0054,0.0558,0,0.0198,0,0.0432,0,0,0,0,0,0.0324,0,0,0.0504,0.0162,0,0,0.0036,0.0162,0,0.0252,0,0.0647,0.018,0,0.0809,0,0,0,0.0306,0.0504,0.2014,0.2338,0.0144,19247,8317,1,0.2357,39868,0.5955,0.7166,0.019,25000,22.40434333,77907.71251,44600,52200,58100,39200,46400,49800,44200,35600,52500,63,61,92,674,665,700,0.457,0.543
230816,2,Private,46667,46667,1,3,0.6721,,0,0.0282,0.007,0,0,0.007,0,0,0.007,0,0,0.0282,0,0,0.1127,0.0141,0,0.0352,0.007,0,0.0352,0,0.0282,0,0.007,0,0.0634,0,0.007,0.1338,0,0,0,0,0.4648,0,0,0.0141,28727,9113,0.4672,0.2342,61920,0.6737,0.8357,0.024,27000,19.91150443,84629.21239,28500,34800,38400,24100,29200,29500,22300,26200,43400,PrivacySuppressed,PrivacySuppressed,33,PrivacySuppressed,PrivacySuppressed,212,0.3328,0.6672
230825,2,Private,23581,23581,1,3,0.7839,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588,0.0294,0.0294,0,0,0,0,0.1471,0,0,0,0,0,0.0588,0,0.0588,0,0,0,0.2059,0,0.3824,0,0.0294,0,22923,3493,0.1169,0.467,34048,0.45,0.4688,0.07,25000,23.55357143,56277.1875,25400,28900,31000,24400,25200,26400,15900,20600,25900,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5393,0.4607
230834,1,Public,10772,25436,1,3,0.9164,967,0,0.0022,0,0.0044,0.0786,0,0,0,0.0197,0,0,0.0087,0,0,0.0153,0.024,0,0.0371,0.0328,0,0.0349,0.0721,0.0044,0,0.0066,0,0.0502,0.0349,0.0371,0.0415,0,0,0,0,0.0502,0.321,0.1026,0.0218,12568,6082,0.9709,0.2938,21255,0.4858,0.6917,0.075,25000,21.22513562,71303.84177,33800,38000,40800,32000,35500,37900,17900,20700,23700,42,42,51,799,893,904,0.4799,0.5201
230852,2,Private,33000,33000,1,3,0.6417,1150,0,0.0086,0,0,0.0661,0,0.1307,0,0.0431,0,0,0,0,0.0144,0.0302,0.0273,0,0,0,0,0,0,0,0,0,0,0.0445,0.1221,0.0144,0,0,0,0,0,0.1739,0.0388,0.2859,0,22274,7892,0.9773,0.255,47556,0.5712,0.8083,0.044,26873,23.98511502,86859.72192,42200,47600,54400,38800,43000,45400,26900,31000,56100,79,69,68,996,973,820,0.5973,0.4027
230889,2,Private,14930,14930,1,3,1,,0,0,0,0,0,0,0,0,0.1528,0,0,0,0,0,0.1528,0.6944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23221,4754,0.1596,0.5981,28070,0.4444,0.5,0.068,20472,31.8705036,32325.43166,29100,28200,39700,22900,24000,25400,27900,25600,63400,40,35,27,131,113,89,0.3516,0.6484
230898,2,Private,33736,33736,1,3,0.6835,,0.0863,0.1295,0.036,0,0,0,0,0,0.0791,0,0,0,0,0,0.036,0.036,0,0.0791,0,0,0.0216,0.1439,0.0216,0,0,0,0.0504,0,0,0.0719,0,0,0,0,0.0432,0,0.1583,0.0072,14289,6040,1,0.3847,45906,0.4795,0.694,0.096,25449,20.96285714,72319.91429,25200,28400,34900,23300,26800,30300,15300,19000,37000,27,41,38,340,341,249,0.4857,0.5143
230913,1,Public,10604,22604,1,3,0.9546,941,0,0.0179,0,0,0,0,0,0,0.0833,0,0,0,0,0,0.0238,0.2946,0,0.0238,0.0149,0,0,0.0208,0,0,0,0,0.1964,0,0,0.0357,0,0,0,0,0.0565,0.0655,0.1548,0.0119,10947,6771,1,0.2813,20913,0.3581,0.683,0.117,25869,25.23569794,50360.69108,28500,32000,35600,28000,30500,33200,16100,19300,23400,67,86,82,771,710,694,0.3551,0.6449
230931,1,Public,10700,21764,1,3,0.9914,937,0,0.0101,0,0,0.0202,0.0657,0.0051,0,0.0859,0,0,0,0,0,0.0101,0.0556,0,0,0,0,0.0202,0.1768,0,0,0.0657,0,0.0455,0.0253,0.096,0.0152,0,0,0,0,0.1313,0.0455,0.1263,0,11746,6190,1,0.311,20369,0.3732,0.6122,0.171,27000,20.405,68677.33125,30200,32700,35900,29000,32000,33400,17700,17700,22300,40,60,84,670,633,638,0.6035,0.3965
230940,2,Private,38110,38110,1,3,0.816,,0,0.0323,0,0.129,0,0,0.0161,0,0,0,0,0.0161,0,0,0.1129,0.0161,0,0.0968,0,0,0.0323,0,0.0968,0,0.0323,0,0.0161,0,0,0.129,0,0,0,0,0.2258,0,0,0.0484,23290,6375,1,0.3423,51660,0.5904,0.6739,0.017,24250,20.69026549,65169.19469,26000,33500,31600,22200,26100,27600,25600,35900,23500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.4874,0.5126
230959,2,Private,46044,46044,1,3,0.171690055,1379,0,0.076,0.0171,0.093,0,0,0.0124,0,0,0,0,0.0682,0,0,0.0682,0.0047,0,0.107,0.0186,0,0,0,0.0295,0,0.0388,0,0.0512,0,0,0.3225,0,0,0,0,0.0558,0,0,0.0372,42962,10753,0.8709,0.1134,59470,0.941,0.9568,0.011,15377.5,20.45380875,89600.8752,47900,61500,71900,41900,52900,58200,37300,49300,64200,63,60,64,435,440,485,0.486,0.514
230995,2,Private,34704,34704,1,3,0.6574,1053,0,0.0114,0.0455,0,0.0304,0,0.0398,0,0.0209,0.0968,0,0.0038,0,0,0.0038,0,0,0.0455,0.0076,0.1233,0,0.0304,0,0,0.0152,0,0.0417,0.1935,0,0.0968,0,0,0,0,0,0.0683,0.0892,0.0361,15569,6990,0.4877,0.2586,49516,0.5766,0.7093,0.044,27000,22.14496833,79340.54609,42400,50100,57100,41900,48900,53700,21300,29100,43400,34,42,59,756,739,888,0.7779,0.2221
