6-digit OPE ID for institution,Admission rate for all campuses rolled up to the 6-digit OPE ID,Average SAT equivalent score of students admitted for all campuses rolled up to the 6-digit OPE ID,Proportion of faculty that is full-time,"First-time, full-time student retention rate at four-year institutions",The median debt for students who have completed,Average age of entry,Average family income in real 2015 dollars,Mean earnings of students working and not enrolled 6 years after entry,Mean earnings of students working and not enrolled 8 years after entry,Mean earnings of students working and not enrolled 10 years after entry,Nat Log Mean earnings of students working and not enrolled 10 years after entry,Average cost of attendance (academic year institutions),"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion)",,
1621,0.9977,936,0.9708,0.5984,21087,25.76136944,39916.18958,32100,33600,38000,10.54534144,16184,0.2698,,
1624,0.617,1079,0.9767,0.7603,23750,23.93579235,59354.76913,34500,41100,43000,10.66895539,34498,0.4909,,
1625,0.9963,1036,0.4352,0.6755,10460,22.64822914,46059.12889,33200,40900,46700,10.75149944,10438,0.6011,,
1626,0.6565,1070,0.7886,0.7861,22599,21.8595019,57027.39172,33900,41100,46900,10.75577295,19700,0.5381,,
1634,0.7595,1011,0.2335,0.7345,21450,23.44771529,61254.57777,36400,43500,42900,10.6666271,31145,0.576,,
1639,0.6799,1034,1,0.7333,24567.5,20.77308707,52403.66227,29500,35200,40400,10.60658506,24126,0.4514,,
1641,0.6694,1163,0.587,0.8808,27000,20.31908549,91692.7167,42700,48800,56800,10.9472916,40330,0.7563,,
1664,0.5141,1070,1,0.7909,23593,24.26680455,66985.68046,46400,50800,50600,10.83170686,36226,0.5657,,
1666,0.5441,1030,0.6216,0.673,23847,22.91764706,54659.47692,34900,37100,42300,10.65254237,34774,0.5348,,
1671,0.5987,1163,0.5034,0.8536,23000,22.62448304,70831.55528,43600,50300,56900,10.94905062,46375,0.7047,,
1674,0.6191,1010,0.817,0.7707,22755.5,21.92851806,61641.44035,34300,39200,43500,10.68051622,23346,0.6033,,
1676,0.718,1084,0.4669,0.7821,22750,21.58916777,72673.87979,41000,44700,50200,10.82377031,41472,0.7402,,
1678,0.6781,1053,0.5227,0.641,25000,21.3686747,62774.52048,31800,36700,38800,10.56617553,28799,0.6066,,
1684,0.657,1033,1,0.729,23250,22.34432718,64177.84433,32500,35200,40300,10.60410675,33675,0.5049,,
1685,0.9299,1019,0.2963,0.2182,7819,19.3247012,41839.23904,26700,24900,28500,10.25765937,33966,0.0484,,
1688,0.6129,1024,0.7664,0.8134,26786,19.74647887,69952.14085,32300,38200,45300,10.72106231,36829,0.6357,,
1691,0.5697,1252,0.5634,0.8596,26000,22.09111617,56619.1697,58900,64000,79300,11.28099341,48940,0.625,,
1692,0.6892,1110,0.7261,0.816,21602,20.76289791,81296.17124,39700,44600,49000,10.79957558,25416,0.7162,,
1693,0.5981,890,0.6473,0.61,14500,25.06678339,31979.95173,33300,36700,40000,10.59663473,22273,0.2034,,
1694,0.2865,892,0.7299,0.5361,25000,28.08339984,21346.89944,30800,33900,38300,10.55320518,18472,0.207,,
1696,0.5838,1241,0.7246,0.8755,27000,19.48129032,101677.5936,42800,53100,60500,11.01039864,48522,0.7807,,
1700,0.7069,1045,0.4224,0.7226,22329,26.69565217,65450.74348,34700,43200,44800,10.70996342,37635,0.5,,
1706,0.5727,1157,0.5593,0.8221,27000,19.94318182,79340.23296,39000,46800,53800,10.89302875,49743,0.6376,,
1707,0.5587,1088,0.3606,0.8172,24000,23.25238474,69602.97417,40000,46800,51500,10.84933709,34079,0.6246,,
1708,0.6875,996,0.8868,0.6712,22225,27.02849003,49823.74074,27500,32700,34200,10.43998092,25309,0.4667,,
1710,0.8504,1195,0.5019,0.8541,25295.5,21.0876322,83455.76667,43000,53200,59800,10.99876094,47727,0.7101,,
1717,0.7488,964,0.5821,0.6712,29500,21.73732719,54105.86636,30200,34000,38200,10.55059079,30843,0.384,,
1722,0.6289,1046,1,0.7465,23015,25.67757382,57949.93775,37400,41900,48300,10.78518684,37004,0.4832,,
1724,0.5512,1087,0.6753,0.7652,27000,21.76256078,67045.29822,34600,40500,47100,10.76002828,39576,0.5979,,
1725,0.6431,1049,0.6767,0.7588,27000,19.88421053,62637.04342,32800,41300,46000,10.73639668,40578,0.5827,,
1734,0.6365,1125,0.4926,0.788,25000,21.02590674,74673.5331,37100,46800,48900,10.79753268,41218,0.639,,
1735,0.5234,1030,1,0.8064,25000,23.08763309,60884.84439,36600,40200,46600,10.74935582,31065,0.563,,
1737,0.5613,1010,0.7883,0.6646,22500,21.77757583,56555.00648,37400,43600,47600,10.77058804,27621,0.5095,,
1739,0.1532,1458,0.845,0.9769,16743.5,21.03110354,92265.86536,70400,75400,89800,11.40534025,60729,0.9419,,
1741,0.8196,1105,0.3516,0.7541,25000,23.19375944,71825.03221,37100,39400,42600,10.65960953,39125,0.5724,,
1745,0.8859,1048,0.4538,0.6718,23656.5,21.43424658,62521.25206,34700,36200,45500,10.7254676,36948,0.5043,,
1748,0.4097,1029,0.4464,0.581,25125,24.72115385,52739.53571,36900,41000,44600,10.70548914,37253,0.3947,,
1749,0.7878,1035,0.3691,0.5832,23000,24.59853169,53395.30951,38300,41800,46600,10.74935582,43650,0.4144,,
1750,0.5997,1031,0.4464,0.8247,25000,21.75054705,53595.71772,37600,42600,48000,10.77895629,36307,0.6311,,
1753,0.7184,1065,0.2219,0.8123,24500,22.31089109,70392.23267,27800,33500,39100,10.57387775,55551,0.5404,,
1758,0.7887,1032,0.8605,0.6044,21500,22.46065464,52138.59653,35400,42000,47800,10.77478092,24234,0.4337,,
1759,0.8419,1050,0.7077,0.693,21500,21.71040332,61449.61035,37900,43800,47000,10.75790288,21137,0.5041,,
1767,0.695,1030,0.2385,0.7322,20500,24.01561145,59555.13443,41200,48600,52800,10.87426647,35481,0.5247,,
1768,0.5054,1010,0.4472,0.7548,24195,22.04845815,55687.18447,41100,45400,49000,10.79957558,35284,0.4714,,
1771,0.9022,1053,0.5782,0.7433,25000,24.83660131,60807.9085,36600,39300,44700,10.70772878,33611,0.5816,,
1772,0.937219731,1049,0.61585,0.6943,27000,26.77123288,51698.24657,33700,37100,47200,10.76214917,37929,0.4545,,
1774,0.0881,1504,0.8076,0.9934,11800,22.08469945,68501.4541,75200,82700,98500,11.49781183,62425,0.9268,,
1775,0.6239,1303,0.7194,0.9306,20450,19.92260603,84923.1725,49000,58400,66500,11.10495723,28564,0.838,,
1776,0.714,1092,0.6538,0.7978,18000,21.25875029,49884.94233,44500,50400,61900,11.03327546,25248,0.5669,,
1780,0.5931,970,0.9028,0.6338,23000,22.01219731,54645.52969,35000,41100,46000,10.73639668,24375,0.561,,
1781,0.6871,1318,0.6635,0.9447,22500,19.58303465,96801.59857,36700,49000,54300,10.90227951,41394,0.8672,,
1785,0.5545,1053,1,0.734,27000,22.52946768,71682.45627,32300,35300,40400,10.60658506,37937,0.5678,,
1786,0.6054,1053,0.8249,0.7838,24390,20.73361748,70224.95192,33300,37900,42500,10.65725935,21101,0.5938,,
1787,0.7158,1047,0.98,0.8407,19004.5,27.31879543,49324.60955,33100,37400,39400,10.5815211,33617,0.6466,,
1788,0.661,1212,1,0.911,26062.5,19.92264151,109557.8428,50700,63600,68400,11.1331281,47010,0.7386,,
1792,0.6121,1215,0.836,0.9221,24083.5,19.54112554,98791.27994,41400,52200,61000,11.01862914,51050,0.7922,,
1793,0.637,1262,0.9434,0.8776,27000,19.66583541,66239.81796,24900,30900,39100,10.57387775,50930,0.71,,
1795,0.8409,1147,0.656,0.8571,26000,20.92990654,78729.22547,39400,42900,46000,10.73639668,42674,0.6344,,
1798,0.6002,1010,0.7304,0.7276,27000,19.8115942,73043.94022,34900,38900,45300,10.72106231,37962,0.571,,
1799,0.5506,1123,0.7526,0.7679,20144,24.40740741,61314.06667,35200,37500,40400,10.60658506,37707,0.703,,
1800,0.7884,1050,1,0.7674,22600,21.84933171,62703.90644,30800,33600,36500,10.50506754,32506,0.6053,,
1801,0.6673,1130,0.9238,0.8091,27000,19.71528998,76553.35677,32600,40900,48600,10.79137881,42198,0.7186,,
1803,0.9732,1054,1,0.7941,26812,21.32364341,64306.22287,31600,33900,36600,10.50780352,34764,0.623,,
1804,0.8443,1018,0.9885,0.7368,27000,23.87808219,60573.21507,36600,41000,43800,10.6873891,36158,0.571,,
1805,0.7225,934,1,0.5476,25415.5,30.72052035,26204.32942,38100,43400,46600,10.74935582,35911,0.3201,,
1807,0.8306,910,0.7051,0.6353,22951,21.7560616,50289.8039,32900,37400,40400,10.60658506,19549,0.4159,,
1808,0.6934,1004,0.5682,0.6879,22500,21.8340622,61543.03037,31500,34900,38800,10.56617553,17996,0.3954,,
1809,0.7217,1198,0.8555,0.8982,23000,20.13524384,93840.78311,41900,47100,56200,10.93667204,23043,0.7705,,
1811,0.5381,943,0.3836,0.6749,21461.5,27.28578431,42223.50245,30300,31700,32900,10.40122794,15334,0.2348,,
1813,0.6958,1013,0.5751,0.7195,24000,23.27008562,53181.04653,41000,44900,48600,10.79137881,20846,0.4161,,
1814,0.7355,950,0.5093,0.6086,17500,25.28766345,47641.46731,32900,36300,38500,10.55841352,15874,0.2756,,
1815,0.7625,918,0.4709,0.6794,27270.5,24.35071456,45746.10931,32200,35800,39500,10.58405595,18092,0.259,,
1816,0.7003,962,0.5782,0.6346,25000,23.54681648,44977.11849,30200,33600,37100,10.52137225,17377,0.258,,
1817,0.7945,950,1,0.6081,21596,23.93822266,46934.77106,32200,35800,38300,10.55320518,16753,0.3014,,
1820,0.7116,1017,0.7676,0.6882,27000,19.89010989,68162.42308,33000,37900,42100,10.64780302,38505,0.4873,,
1821,0.5795,1024,0.4569,0.7037,28875,25.37755876,65110.42684,40000,42200,44800,10.70996342,39369,0.524,,
1822,0.9515,1083,1,0.7776,23438,32.53299226,49930.45953,47000,51100,54300,10.90227951,33770,0.655,,
1824,0.7285,988,0.7989,0.79,15972.5,28.19,47481.5275,30300,33400,36400,10.50232405,31104,0.6299,,
1825,0.6042,1211,0.9449,0.9059,23180.5,20.3262456,86125.88525,47200,52700,61200,11.02190247,23109,0.6994,,
1826,0.7218,954,0.9619,0.6105,25000,23.38716465,51582.08206,32400,38900,41900,10.64304111,13713,0.2638,,
1827,0.6063,975,0.9528,0.6876,21350,25.53557312,51144.1143,32400,37100,42500,10.65725935,16727,0.3131,,
1828,0.8309,996,0.9353,0.6719,25000,22.62505684,53370.25921,31300,34800,38600,10.56100756,18837,0.2594,,
1830,0.5622,1310,0.9053,0.9123,27000,19.64066496,99231.31841,67200,73700,84200,11.3409502,55413,0.7284,,
1832,0.5362,981,0.6219,0.6991,25250,23.55761144,60696.14298,35400,38800,42000,10.6454249,31516,0.5356,,
1833,0.6419,998,1,0.7191,27000,20.2160149,71723.23091,32200,36000,44000,10.69194491,37135,0.4367,,
1834,0.4,855,0.246,0.6167,22500,26.34020619,40297.7354,39600,43200,46800,10.75363848,19530,0.3375,,
1835,0.9754,895,0.338,0.7681,26500,28.98834499,42667.50816,27700,30700,32300,10.38282251,40349,0.6049,,
1836,0.8568,1141,0.6682,0.8753,27000,19.48314607,106476.565,42600,44700,51100,10.84153978,45920,0.7119,,
1838,0.876,1214,0.6293,0.8936,23800,20.43783069,89221.66138,31300,37800,41300,10.62861778,38845,0.7415,,
1839,0.711017241,1095,1,0.74575,25125,23.71888599,67261.60574,38300,40700,46400,10.74505474,29379.5,0.256,,
1840,0.223,1450,0.8839,0.9861,20476,19.47693032,132701.9939,63100,78800,89800,11.40534025,57805,0.9486,,
1842,0.7969,1158,0.684,0.8636,27000,20.72114138,82660.20493,39800,46000,54000,10.89673933,43185,0.7013,,
1844,0.6962,1141,0.9474,0.8532,23000,19.60913706,90513.17767,43200,50000,62800,11.04771035,44750,0.6908,,
1847,0.6955,1050,0.1828,0.693,23102,27.42796158,47829.22946,33900,38300,41200,10.62619354,39011,0.5265,,
1850,0.658,1089,0.8509,0.8281,27800,19.66333333,81623.875,36800,40900,48000,10.77895629,43491,0.6493,,
1852,0.7752,1048,0.5743,0.7613,25000,22.5721831,69018.53169,40700,40200,42800,10.66429338,38062,0.6952,,
1854,0.6171,1166,0.561,0.7879,27000,19.90675676,77026.23378,37100,42500,48100,10.78103746,45387,0.6667,,
1856,0.6411,1182,0.9518,0.8272,27000,19.91699605,70613.42885,31300,35900,45400,10.72326738,46135,0.6772,,
1859,0.7542,1119,1,0.8041,25000,19.67575758,86915.03485,35500,41400,43300,10.67590791,37083,0.623,,
1860,0.6595,1240,0.6646,0.875,25000,20.54928518,98128.02634,48600,58900,68500,11.13458902,42477,0.727,,
1866,0.5018,969,1,0.7031,24636,23.92573222,56191.02511,35800,36700,41000,10.62132735,34494,0.4704,,
1867,0.9542,979,0.4095,0.6873,24362,24.07174888,62625.03587,37300,38700,43900,10.6896696,31761,0.4795,,
1868,0.3506,1357,0.8313,0.9324,10213.5,19.44668008,77111.3662,35900,42300,59500,10.99373159,53318,0.8568,,
1869,0.8252,1145,0.8288,0.8713,24785.5,20.65682226,83748.4921,42200,47800,53700,10.89116828,18820,0.681,,
1871,0.6012,1005,1,0.4375,24677.5,23.88161209,52924.03275,31700,34300,36900,10.51596683,36102,0.2992,,
1873,0.6903,1088,0.7485,0.8102,27000,19.95460614,93165.67023,36200,43900,49200,10.8036489,37622,0.609,,
1874,0.7212,1175,0.7352,0.8711,27000,19.63872256,101696.7295,35600,43000,50000,10.81977828,46548,0.7602,,
1879,0.5337,1050,1,0.7326,27000,20.78701299,71509.94546,37100,40800,45300,10.72106231,36280,0.5799,,
1880,0.6845,1010,1,0.8228,23250,26.18010076,59203.57431,41100,43700,45900,10.7342204,37183,0.7286,,
1883,0.7609,1095,0.9775,0.7914,25000,20.25084746,72653.67627,33200,36100,38400,10.55581274,37884,0.6327,,
1887,0.8802,1105,1,0.7892,27000,21.89393939,75970.44156,38200,43700,48000,10.77895629,40186,0.6494,,
1889,0.9617,1050,0.9875,0.8021,25750,22.1170068,80614.83605,40000,44500,48300,10.78518684,38189,0.613,,
1890,0.8331,1030,0.7542,0.83,21055,21.16444444,74015.66444,37600,43000,47700,10.77268668,19233,0.6649,,
1891,0.7742,926,1,0.6393,25940,21.85260586,59798.03665,32600,37200,41800,10.64065162,34206,0.468,,
1892,0.8023,1208,0.8649,0.8584,21500,21.36886611,83635.51313,45100,52700,59800,10.99876094,21832,0.6962,,
1893,0.5818,1010,0.9882,0.722,20000,30.28722811,39543.08254,40000,41800,42100,10.64780302,35190,0.3963,,
1895,0.5067,980,0.7377,0.487,20878,29.28891051,54739.41342,30300,36100,40100,10.59913161,30300,0.4255,,
1896,0.7765,1077,1,0.8091,27000,19.63660478,83789.5756,38800,45100,48100,10.78103746,43312,0.6262,,
1900,0.5766,926,0.9574,0.6094,25000,24.97056118,49260.96228,37300,39000,44600,10.70548914,33081,0.3978,,
1903,0.869,1086,0.1624,0.7574,25000,27.06986028,67319.69162,44600,50100,56000,10.93310697,37485,0.52,,
1904,0.5882,956,0.9512,0.6412,27000,20.54672897,60359.44159,29000,38500,43400,10.67821472,34042,0.3906,,
1905,0.644,1028,0.7778,0.703,26050,21.20588235,57858.56471,35000,39200,44100,10.69421506,33781,0.5278,,
1908,0.5045,970,0.7561,0.6261,20983,32.72771673,38491.31013,28800,32600,32600,10.39206757,28170,0.5,,
1915,0.8917,990,0.8639,0.6541,18306,27.13311354,49093.63878,34900,38600,41400,10.63103616,15395,0.4471,,
1918,0.5862,977,0.9747,0.6477,24531,26.33501006,50804.20926,40100,41800,46500,10.74720759,33388,0.3165,,
1926,0.7898,1010,0.7627,0.7429,18769.5,22.14435279,57066.60723,36300,40000,43600,10.68281243,15211,0.5015,,
1927,0.6069,1030,0.9122,0.7304,19500,22.7156911,53965.91441,31400,35300,39000,10.57131693,15612,0.4054,,
1929,0.537,1014,0.5909,0.6187,22500,21.57172996,66871.05485,32300,37700,42500,10.65725935,34402,0.4273,,
1931,0.5988,1020,0.4286,0.75,19500,22.02923977,65364.07018,30300,34000,36700,10.51053203,25439,0.3514,,
1933,0.866,1014,0.6719,0.5747,24500,20.96516393,63659.54918,34000,36400,44200,10.69648007,34534,0.4925,,
1937,0.988770037,1020,0.972725,0.6169,21959,31.50862069,44662.20132,41500,42900,46400,10.74505474,35017,0.3354,,
1939,0.4472,1079,1,0.7263,20250,25.27296248,54956.86805,37500,41500,46400,10.74505474,33524,0.5188,,
1940,0.8968,1036,1,0.6554,25000,27.27714932,48294.03733,39900,46600,53100,10.87993221,36472,0.529,,
1943,0.4707,988,1,0.7241,23250,25.92090396,60152.90396,41100,36800,41200,10.62619354,31515,0.5303,,
1945,0.4405,1015,1,0.6619,26000,20.95348837,60437.43763,30200,35400,37400,10.52942598,30722,0.4242,,
1946,0.735,1017,1,0.6143,20800,23.60693642,59007.12909,35700,38800,44900,10.71219307,35960,0.55,,
1948,0.9228,1145,0.7798,0.799,19000,21.67899761,75613.91196,43500,49900,54600,10.90778916,21971,0.6162,,
1950,0.9576,1089,0.9223,0.7449,19500,24.21190735,50646.13265,38000,40000,43800,10.6873891,14764,0.4637,,
1951,0.4502,990,0.8333,0.6281,16750,20.01348315,43908.02023,28200,34300,41100,10.6237634,19450,0.3164,,
1952,0.6573,1110,0.5158,0.7981,25036,22.8467433,64703.98595,28000,34100,39500,10.58405595,33966,0.6431,,
1954,0.9478,1116,0.4605,0.797,25000,21.06828885,82035.81476,40100,45100,50300,10.82576036,47609,0.6649,,
1955,0.3401,1113,0.8444,0.8107,5720,20.10911271,26045.39568,24900,30800,36100,10.49404814,30396,0.6167,,
1958,0.45,1010,0.4519,0.5706,28111,28.70457698,41247.18308,30700,37200,42400,10.65490364,27219,0.2979,,
1959,0.6844,985,1,0.6884,17250,23.86847323,42966.11765,27600,29900,35700,10.48290597,31545,0.4377,,
1960,0.8108,952,0.5263,0.731,25000,25.57321652,50667.60701,38100,41000,45300,10.72106231,31021,0.4019,,
1961,0.6857,1268,0.9242,0.9003,26000,19.37878788,102997.2424,37000,45100,52500,10.86856845,46400,0.8196,,
1962,0.7127,1019,0.5668,0.5163,19404.5,22.73061551,46721.47642,28400,32900,36700,10.51053203,30993,0.4345,,
1963,0.6002,1009,0.7905,0.7149,21000,23.13964872,47849.37072,31200,34500,37900,10.54270639,17801,0.3888,,
1964,0.8219,1085,0.7468,0.7553,27000,19.89620759,70388.06188,30100,40400,46300,10.74289724,42036,0.5656,,
1965,0.5136,976,1,0.5327,27000,21.2052506,53314.9642,28800,30500,33600,10.42228135,29246,0.3865,,
1968,0.3774,860,0.8113,0.5167,32475.5,22.50748503,31032.81138,23800,27100,31000,10.34174248,18387,0.1844,,
1969,0.671,1019,0.5114,0.6497,23298,20.97228637,53419.25404,29900,35100,38500,10.55841352,29725,0.3786,,
1975,0.5381,1032,0.331,0.8283,21625,29.25534759,39824.59626,31300,33500,38900,10.56874953,33132,0.5246,,
1976,0.8449,1028,0.7745,0.6916,22500,22.47078576,46395.56481,28600,30900,34400,10.44581184,17805,0.4035,,
1977,0.8217,1029,0.7614,0.7302,19333,22.89117199,54545.31355,32000,37100,40400,10.60658506,16397,0.5291,,
1980,1,909,0.7113,0.5217,19500,21.18110236,36748.31102,30400,32900,35900,10.48849257,31005,0.309,,
1987,0.9615,1213,0.8362,0.8731,27000,19.52914798,83127.26457,33200,39700,48700,10.79343431,41374,0.7224,,
1989,0.6861,1140,0.8206,0.8253,19500,20.93162393,72984.15248,43800,47100,51000,10.83958091,22420,0.6184,,
1999,0.7112,1142,0.6602,0.7788,19751,22.40009028,59502.45095,37300,41100,45200,10.71885237,21922,0.5343,,
2001,0.8775,1033,0.5068,0.5977,27000,24.32538569,68765.70687,46600,51700,54500,10.90595598,36843,0.5703,,
2002,0.9232,1009,0.6465,0.7178,22000,22.33454644,52415.11888,30000,33900,37100,10.52137225,16538,0.4368,,
2003,0.6597,1131,0.566,0.7595,25000,19.88715953,71260.4786,31800,39500,52500,10.86856845,40578,0.59,,
2004,0.3544,884,0.4429,0.5918,32500,20.28666667,31849.90267,26500,32300,35400,10.4744671,25343,0.4566,,
2005,0.8694,1030,1,0.6812,19500,22.12887915,49136.74662,36700,39100,42600,10.65960953,16071,0.4126,,
2006,0.4363,863,0.8966,0.689,36000,21.47333916,26557.32649,25700,29000,32400,10.3859137,20881,0.3167,,
2007,0.7423,968,1,0.5308,20000,21.90591806,55934.15023,35400,41800,45600,10.727663,22940,0.4251,,
2008,0.6744,1089,0.8468,0.7864,19401,21.27413442,59547.74094,37800,43800,48600,10.79137881,16983,0.4934,,
2010,0.7623,1162,0.9102,0.8249,19162,20.36541014,73936.03425,43200,50800,56900,10.94905062,20422,0.6914,,
2011,0.6074,950,0.6304,0.5357,15500,24.2025,41514.01,31400,34000,35700,10.48290597,14276,0.138,,
2013,0.8349,1030,0.7316,0.6621,17633,24.84002723,38777.13547,34300,38400,39500,10.58405595,15066,0.3255,,
2015,0.5036,1072,0.7303,0.6748,15660,22.98814376,41160.03223,34600,36900,42700,10.6619542,16212,0.3214,,
2016,0.8707,1143,0.7682,0.8039,25564,20.45440957,75728.91405,37400,42200,50600,10.83170686,46676,0.5486,,
2017,0.6151,1030,1,0.6913,18375,22.33691756,48875.31577,35400,38500,44000,10.69194491,14823,0.3817,,
2020,0.7724,1050,0.9969,0.6721,18500,21.40224247,46665.08129,35300,42000,45800,10.73203937,14925,0.4017,,
2021,0.84,1007,0.9873,0.7182,21500,24.30765115,42552.24157,34500,35600,38100,10.54796956,16605,0.3739,,
2024,0.448,1030,0.7988,0.6328,19288,21.30902844,48684.95553,33200,36600,41100,10.6237634,15729,0.3582,,
2025,0.359,890,0.943,0.6743,28825,22.05248807,31819.88514,29700,34100,38000,10.54534144,17928,0.3183,,
2026,0.4888,808,0.7102,0.5233,24112.5,27.01380368,19457.97546,25200,27400,31600,10.3609124,10889,0.1119,,
2029,0.2643,1341,0.6021,0.9049,26000,24.02975654,86402.12534,52200,66400,74200,11.21451943,58904,0.7602,,
2031,0.593,1070,0.813,0.7426,19250,22.03591899,52290.31085,36200,40700,45000,10.71441777,15342,0.4482,,
2032,0.5443,1048,0.9011,0.7178,27000,20.14716188,51332.47302,50000,53400,61700,11.03003921,27550,0.4804,,
2038,0.1495,1423,0.856,0.9654,19000,19.40607735,95595.90884,50500,56900,75000,11.22524339,58200,0.9326,,
2039,0.2604,1343,0.8482,0.931,19131,19.45892351,118796.7875,46000,59200,73400,11.20367921,57300,0.9251,,
2041,0.6293,908,0.3793,0.5918,18500,25.61809045,43365.60302,33800,33500,35400,10.4744671,17314,0.4273,,
2043,0.7989,962,0.3693,0.7158,25000,22.20140515,56081.3349,36200,36800,41800,10.64065162,25019,0.4654,,
2044,0.6536,1026,1,0.7537,27000,20.66666667,78479.16567,80100,92900,100300,11.51592097,23673,0.752,,
2050,0.8584,1057,0.5362,0.7422,27000,20.11127168,88499.16691,38600,44000,53800,10.89302875,47931,0.5966,,
2051,0.7778,960,1,0.7597,27000,25.6281909,69124.68591,38800,44200,43300,10.67590791,43119,0.5543,,
2052,0.7244,895,0.4247,0.6543,23000,20.6018018,58727.73333,30500,35200,41000,10.62132735,33792,0.4298,,
2053,0.8106,1085,0.6372,0.8066,26000,20.58769575,69042.96913,35700,40900,46700,10.75149944,22461,0.5556,,
2054,0.828,1003,0.4725,0.6695,22375,23.70776119,52171.16866,34400,38100,42600,10.65960953,22290,0.3356,,
2055,0.854,937,0.4156,0.6585,21322,24.28244275,40940.18829,23500,26900,27500,10.22194128,17380,0.3091,,
2062,0.5176,886,0.5182,0.7023,22920,22.92869058,52277.26355,33000,41900,50500,10.82972862,18581,0.3524,,
2065,0.4964,1036,0.3776,0.7188,27000,28.30993151,55744.9726,40400,49600,52700,10.87237073,41871,0.5283,,
2068,0.355,880,0.4221,0.6118,17602,26.68817853,33507.83655,30500,36600,38300,10.55320518,16147,0.1387,,
2072,0.5945,963,0.6569,0.7675,21768,21.40521432,67112.44985,33200,39000,45900,10.7342204,19454,0.4655,,
2076,0.8102,1030,0.4024,0.777,27000,21.21940928,84751.69058,36300,40200,47300,10.76426557,45230,0.6644,,
2077,0.1813,1418,0.8637,0.9704,17365,21.77399695,95425.71458,68300,72500,85800,11.35977429,58980,0.9254,,
2078,0.58,1194,0.6188,0.8731,27000,19.56228008,118511.9507,48600,61500,76600,11.24635236,56736,0.8437,,
2080,0.5803,1175,0.3421,0.8257,27000,20.43001443,93987.5368,29300,34500,40300,10.60410675,52649,0.7273,,
2083,0.5757,893,0.8691,0.7207,29500,22.03359746,47902.85705,28600,35700,40900,10.61888534,20108,0.3375,,
2086,0.6741,1060,1,0.7785,26500,20.74289246,105041.1224,40800,48900,56100,10.93489109,45896,0.6563,,
2091,0.5494,1145,0.6319,0.8049,19500,21.21499574,86413.36552,37600,45900,52000,10.858999,20916,0.6681,,
2095,0.7204,1221,0.7416,0.8998,21500,19.96127946,102169.5825,36200,44400,51500,10.84933709,29174,0.7931,,
2099,0.6034,1078,0.53,0.8603,18000,21.77406728,78974.13407,40600,46900,53500,10.88743693,21596,0.655,,
2102,0.7295,940,0.4622,0.6744,18000,27.21812596,39708.79826,48600,56500,60600,11.01205017,24835,0.3759,,
2103,0.4699,1310,0.7713,0.9468,19000,21.0411631,87916.4352,47800,57300,68300,11.13166505,22933,0.8406,,
2105,0.6315,1209,0.6977,0.8733,20750.5,22.3725219,68004.63416,41600,50200,59500,10.99373159,22024,0.6458,,
2106,0.5502,871,0.6021,0.678,27000,20.75460769,48177.92312,28000,34400,40400,10.60658506,20587,0.3246,,
2107,0.5959,990,0.2745,0.7477,25000,21.94367589,74621.99358,41200,47000,52100,10.86092023,38785,0.5613,,
2108,0.6655,1168,0.6218,0.8086,27000,19.49536178,116352.538,37700,45700,50800,10.83565163,52243,0.6821,,
2109,0.7587,1105,0.3392,0.8421,27000,19.99749687,83801.53567,36200,44300,53400,10.88556602,45866,0.7175,,
2114,0.6779,885,0.1848,0.6482,26500,22.45784314,55390.18725,39800,41700,46400,10.74505474,40803,0.4487,,
2115,0.1428,1434,0.9149,0.9762,11000,19.73965937,84371.3236,49300,63400,82000,11.31447453,59060,0.9578,,
2121,0.2821,1258,0.722,0.9489,27000,19.71539961,99808.24172,75000,82400,108500,11.59450545,58450,0.9073,,
2122,0.576,964,0.2182,0.7226,17836,28.97270246,51201.99909,36400,38700,43500,10.68051622,40447,0.555,,
2123,0.6255,1006,0.2651,0.6407,26250,23.65797546,67511.15644,37300,41400,46600,10.74935582,44041,0.3069,,
2124,0.4379,1234,0.6265,0.9355,27000,19.75890826,115042.9363,61900,76100,87200,11.37595961,54806,0.8727,,
2128,0.3222,1375,0.603,0.9484,19000,19.47809111,121360.8364,65700,75700,90900,11.41751528,58639,0.913,,
2130,0.4561,1279,0.6283,0.9279,26600,20.2441074,101956.965,49600,60600,72000,11.1844214,59036,0.8448,,
2133,0.3704,1347,0.6667,0.9303,27000,19.52462121,95900.44413,43600,56500,66700,11.10796023,58850,0.8959,,
2140,0.7492,928,0.8421,0.799,26000,26.04849885,54840.03002,44900,45600,46300,10.74289724,40802,0.6788,,
2143,0.6692,931,0.2765,0.7021,25000,23.77603143,81870.74787,43100,45300,50700,10.83368119,47519,0.4502,,
2145,0.5579,954,0.3112,0.716,26400,28.86736021,49115.73082,36500,41200,47500,10.76848499,36567,0.5,,
2146,0.4798,1240,0.4279,0.8811,23250,19.92899801,110402.1188,35500,42500,49200,10.8036489,51158,0.8147,,
2147,0.6049,1090,0.447,0.8101,27000,19.81925344,98908.5776,38000,48300,50600,10.83170686,49487,0.5808,,
2148,0.7165,1070,0.2717,0.8069,27000,20.73798077,109164.6474,42300,49700,52500,10.86856845,44177,0.7129,,
2153,0.4133,1156,0.9134,0.8257,27000,19.71323529,96269.82108,33200,42600,45300,10.72106231,43140,0.707,,
