6-digit OPE ID for institution,Admission rate for all campuses rolled up to the 6-digit OPE ID,Average SAT equivalent score of students admitted for all campuses rolled up to the 6-digit OPE ID,Proportion of faculty that is full-time,"First-time, full-time student retention rate at four-year institutions",The median debt for students who have completed,Average age of entry,Average family income in real 2015 dollars,Mean earnings of students working and not enrolled 6 years after entry,Mean earnings of students working and not enrolled 8 years after entry,Mean earnings of students working and not enrolled 10 years after entry,Nat Log Mean earnings of students working and not enrolled 10 years after entry,Average cost of attendance (academic year institutions),"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion)",,
2769,0.7463,1053,1,0.6594,22312,20.08077361,86260.5711,32800,38400,44800,10.70996342,45323,0.4426,,
2775,0.7267,1054,0.248,0.8909,27000,23.00181818,73170.57879,55200,57700,61000,11.01862914,36702,0.6622,,
2777,0.5429,865,0.4271,0.587,25000,23.45115585,42891.91946,34000,39600,42700,10.6619542,30598,0.4914,,
2778,0.86,1006,0.3485,0.6955,25000,22.30200803,80021.58715,40300,45500,49200,10.8036489,38808,0.522,,
2782,0.7407,1039,0.1962,0.7208,25000,21.55022048,58484.5414,48000,55400,64900,11.0806029,39014,0.4705,,
2785,0.3538998,1348,0.70225,0.9021,23000,20.80881774,85114.23094,53900,63500,76000,11.23848862,55129,0.70225,,
2788,0.6633,1038,1,0.8072,25000,20.47188106,75210.88106,35600,39700,43100,10.67127828,38829,0.6513,,
2790,0.9671,915,0.4886,0.7106,25250,27.52822893,45123.69064,38100,44300,46400,10.74505474,34586,0.4276,,
2791,0.7683,1043,1,0.7599,25000,21.16500994,69535.60189,46700,56100,63100,11.05247605,50625,0.5146,,
2795,0.7474,986,0.7561,0.6915,23250,20.41121495,65810.46262,29500,33700,36700,10.51053203,38860,0.4084,,
2798,0.5572,1140,0.1423,0.8673,27000,20.51626016,81167.74289,35600,39800,49200,10.8036489,54582,0.6277,,
2803,0.412012384,1366,0.8304,0.9351,27508.5,19.61299852,108890.5569,62300,72400,82500,11.32055357,59470,0.8494,,
2805,0.726,1046,0.8739,0.8571,20834,27.21170213,60732.97128,37700,42700,44200,10.69648007,38826,0.6057,,
2806,0.6016,1232,0.6729,0.8691,27000,20.31095474,78826.88132,48600,56400,64900,11.0806029,45772,0.6388,,
2814,0.3505,1247,0.8271,0.9304,20000,19.37234043,121660.7677,40300,45400,54400,10.90411943,58562,0.8592,,
2816,0.6805,1122,0.6328,0.8595,26848,19.85290238,98236.75594,43600,51700,59800,10.99876094,45452,0.7964,,
2817,0.7999,1075,0.6586,0.8066,26990,19.97881828,82848.73021,35900,43200,48800,10.79548559,41265,0.666,,
2820,0.6433,940,0.2544,0.7959,23000,21.16094421,52043.61731,36000,44000,50000,10.81977828,24739,0.5209,,
2821,0.6277,1095,1,0.8322,24000,21.62267658,81112.8197,41700,46200,50800,10.83565163,39014,0.7253,,
2823,0.5316,1093,0.4538,0.7962,25000,20.0732705,66798.84083,44900,52300,61400,11.02516511,50233,0.557,,
2825,0.7538,1054,1,0.8371,20977.5,24.07444765,70490.95965,39400,46200,54600,10.90778916,25290,0.7158,,
2832,0.8224,931,0.351,0.737,23250,20.3761062,83044.87168,34600,42500,48000,10.77895629,36823,0.5278,,
2835,0.5545,1102,0.5564,0.815,21000,20.72082208,67072.54771,38900,46300,55800,10.92952915,21249,0.6638,,
2836,0.4287,1297,0.6962,0.9074,19500,20.5279686,76241.06673,45600,54600,64500,11.0744205,21966,0.8077,,
2837,0.5652,1158,0.6065,0.8759,19020.5,20.90814121,64415.25889,44900,51400,58400,10.97507117,20885,0.72,,
2838,0.3948,1253,0.5938,0.9009,19000,21.29951464,64548.77752,41800,50900,59300,10.99036458,20704,0.6593,,
2841,0.4774,1069,0.5687,0.8079,21150.5,22.29482263,63882.69511,34200,39300,44000,10.69194491,19511,0.6676,,
2842,0.4853,975,0.4941,0.7532,20500,22.12029781,50009.05349,32000,36200,40700,10.61398337,18088,0.4892,,
2843,0.4683,1058,0.4812,0.8289,21500,20.37558685,84069.43398,35400,42400,47300,10.76426557,21840,0.6951,,
2844,0.5154,1056,0.5169,0.7757,24000,20.16111111,73061.01407,30800,37800,42300,10.65254237,20801,0.6443,,
2845,0.4566,1274,0.7188,0.9025,20500,20.13931035,85446.84,37200,45500,51100,10.84153978,20998,0.7794,,
2846,0.4359,1129,0.5347,0.8722,19500,21.16035183,73132.86198,34100,40200,47400,10.76637751,20428,0.7049,,
2847,0.5073,1097,0.5653,0.8741,22342,20.10426206,82555.05601,33000,40100,45700,10.72985358,20762,0.6978,,
2848,0.4863,1110,0.5811,0.7803,22496,20.86208601,71792.27311,33800,38900,44800,10.70996342,21146,0.5785,,
2849,0.4564,1026,0.5556,0.8376,21967,21.44199288,68345.10214,32600,39300,44000,10.69194491,20371,0.6033,,
2851,0.5052,1155,0.7439,0.8567,19500,21.24660913,79866.08261,34100,41300,46200,10.74073508,22550,0.716,,
2853,0.6396,1056,0.6296,0.7933,26940.5,20.54368932,93222.25243,63400,67500,79700,11.28602486,21493,0.5014,,
2858,0.5264,969,0.3106,0.8234,14049,22.43785961,59303.02848,42200,47700,53500,10.88743693,15258,0.4574,,
2882,0.4949,1158,0.6598,0.919,27000,19.98037707,90423.82436,46100,54900,65900,11.09589372,55600,0.8108,,
2883,0.8542,946,0.3549,0.7194,24520,24.28586498,60286.42405,38100,41800,46300,10.74289724,44394,0.4715,,
2885,0.634,1195,0.7703,0.8097,25000,20.98909657,81532.62773,97400,106800,111500,11.62177987,40718,0.7235,,
2889,0.3728,1313,0.8627,0.9171,26599,19.42153846,123580.4631,48300,58700,74200,11.21451943,58023,0.8804,,
2894,0.3568,1353,0.9527,0.9605,25000,20.99950812,87539.91687,46500,60400,71000,11.17043516,59156,0.8518,,
2895,0.2411,1394,0.8683,0.9559,17487,19.43347051,82964.50069,37600,46200,58400,10.97507117,59320,0.9365,,
2899,0.6988,1154,1,0.8803,26950,20.71533742,97336.82454,46600,50900,64100,11.06819964,49453,0.6136,,
2901,0.5967,1075,0.6129,0.7259,27000,19.85411141,61725.23873,25600,30600,39500,10.58405595,48142,0.5805,,
2903,0.8216,1217,0.6468,0.929,17500,19.6056701,91644.38273,43600,62000,72200,11.18719532,53825,0.8519,,
2905,0.6964,902,0.7231,0.7977,22283,20.79080656,44753.28879,29300,33600,38100,10.54796956,15313,0.4289,,
2906,0.6323,1156,0.724,0.8718,19119.5,21.11674009,70195.10541,31900,36300,41600,10.63585545,17780,0.6857,,
2907,0.6403,1190,0.7869,0.8025,20500,22.99385372,53856.71113,29000,32700,37900,10.54270639,17468,0.5954,,
2908,0.4177,939,0.6696,0.6866,27000,23.71145038,54432.61985,31800,35600,38700,10.56359488,37437,0.4839,,
2910,0.6761,977,0.5909,0.65,27000,28.09343936,58776.62823,33000,37100,41900,10.64304111,39328,0.381,,
2912,0.4489,950,1,0.5662,27000,20.40461216,61575.67296,25800,28300,32100,10.37661131,35062,0.432,,
2913,0.6983,1030,0.4595,0.704,23045,24.90623245,50045.11286,38100,48800,55500,10.9241383,40323,0.4893,,
2914,0.4058,985,1,0.7,22750,23.02117061,53801.40847,30100,37900,42000,10.6454249,37818,0.5263,,
2916,0.6154,777,0.5905,0.4825,31264,20.69651741,36812.84992,24700,30100,34600,10.45160896,32188,0.244,,
2918,0.2561,1353,0.9355,0.9571,16575,19.48247978,106709.4259,48500,58000,63500,11.05879518,54930,0.9246,,
2920,0.1342,1444,0.94,0.972,6420.5,23.00248344,74037.25828,88200,100800,108900,11.59818531,59528,0.9423,,
2923,0.6217,1050,0.8428,0.8088,22500,21.76785524,66449.20373,35600,39700,43900,10.6896696,19851,0.5631,,
2926,0.5715,849,0.9763,0.7247,24111,22.63688059,34619.22665,23700,27000,30700,10.33201793,10620,0.4159,,
2927,0.5398,1200,0.7118,0.8989,24416.5,19.47391624,138928.327,43600,47800,56200,10.93667204,41679,0.8165,,
2928,0.5496,851,0.8166,0.7133,20143,26.87135922,30221.32282,26300,29800,32500,10.38899537,13188,0.3215,,
2929,0.4817,1018,1,0.7181,22732,27.08977408,52008.14923,32100,35600,40500,10.60905725,35790,0.569,,
2930,0.7831,891,1,0.6044,25999,22.12335526,57951.4227,30300,34100,39700,10.58910647,37497,0.3059,,
2931,0.6818,1067,0.6378,0.718,27000,26.88318584,53380.55487,31500,33800,40300,10.60410675,44255,0.5676,,
2933,0.6418,1087,1,0.75,26000,19.55048616,137107.3097,34600,38100,42000,10.6454249,42300,0.6176,,
2936,0.3668,826,0.6059,0.5614,31374,22.1868476,30571.68998,23300,28000,30300,10.31890299,30314,0.4411,,
2941,0.6806,976,1,0.6231,25000,21.50737101,57140.19656,32700,36900,42000,10.6454249,39425,0.4877,,
2942,0.7122,723,0.9306,0.5296,39635,20.92984293,26663.40733,20600,25700,24200,10.09410791,25050,0.2036,,
2944,0.6447,941,0.5986,0.5826,26003,21.52048417,48226.95903,27000,30400,32300,10.38282251,36669,0.3818,,
2945,0.6232,1040,0.9686,0.7248,27000,21.62008734,66794.3679,32900,36700,40000,10.59663473,39296,0.6242,,
2948,0.5429,950,1,0.5789,27000,27.89347826,49661.73696,37500,39300,40900,10.61888534,33963,0.419,,
2949,0.4979,915,1,0.6371,25221.5,31.38812583,43314.61409,37500,40700,41800,10.64065162,26161,0.3833,,
2950,0.5033,859,0.7302,0.7318,28741,22.73606466,34343.71042,27200,30000,35200,10.46880136,17873,0.3972,,
2951,0.4676,863,0.213,0.4887,21976,30.02740741,34369.38296,33700,36200,43200,10.67359577,36686,0.332,,
2953,0.9086,910,0.1752,0.6681,24933,24.40343348,45050.06974,30100,30500,36000,10.49127422,37712,0.3978,,
2954,0.7204,926,0.8113,0.6759,20000,23.74291115,41381.17202,27500,31700,35500,10.47728798,15784,0.327,,
2955,0.5939,954,0.6667,0.6449,23701,24.6099844,56250.08424,33200,39400,41100,10.6237634,34515,0.4815,,
2956,0.4884,878,0.6,0.5806,19530,24.7862069,43569.75862,24600,33300,35300,10.47163824,22699,0.4,,
2957,0.7686,1058,0.5504,0.6994,25000,24.87575758,60503.62323,39800,42300,44100,10.69421506,40930,0.5207,,
2960,0.582,1110,0.4848,0.7965,23000,24.9840708,47354.43009,28900,32800,35000,10.46310334,39859,0.6387,,
2968,0.6738,749,1,0.6125,36875,21.67911201,30466.33098,22400,24900,28300,10.25061708,31095,0.2926,,
2972,0.5001,1229,0.8813,0.9258,19500,20.99824087,76786.39838,42800,48800,57200,10.95430918,20511,0.7359,,
2974,0.2759,1313,0.8575,0.9609,15000,20.58858456,78194.29899,48600,55800,66100,11.09892403,23069,0.9002,,
2975,0.6852,1066,0.7211,0.8038,21990,22.31338222,59219.42631,37000,42300,48600,10.79137881,17767,0.539,,
2976,0.6002,1029,0.821,0.7386,21500,22.54125368,50573.28328,31200,35500,39100,10.57387775,17362,0.5541,,
2979,0.696,1136,0.6609,0.6869,21500,20.51724138,62618.01839,20800,26300,30800,10.33526997,41000,0.5064,,
2981,0.3766,1034,0.7182,0.7865,20228.5,22.56960583,56455.3363,31300,35500,39100,10.57387775,17805,0.5108,,
2984,0.5419,1154,0.7085,0.864,19728,22.3009058,70856.28804,34600,39200,44700,10.70772878,18165,0.7099,,
2985,0.793,1013,1,0.7536,25500,20.5273224,67463.54827,32500,50200,52900,10.87615862,35465,0.5305,,
2986,0.5565,889,0.7526,0.75,27000,24.99923489,38991.43726,30200,32100,35700,10.48290597,15990,0.4553,,
2989,0.4868,965,0.6065,0.5545,19375,23.40298508,58225.05141,42200,46200,46800,10.75363848,13314,0.3915,,
2990,0.5689,1038,1,0.6109,27000,20.38011696,74459.60624,38500,43100,47800,10.77478092,27712,0.5227,,
2992,0.8307,1046,0.4754,0.7057,22000,23.04151944,76541.91608,44600,46600,51900,10.85707407,22936,0.4858,,
2994,0.5662,1004,0.6758,0.6818,20289,23.30438312,54986.88961,37300,42500,45200,10.71885237,14549,0.3732,,
2997,0.841,1091,0.9872,0.7805,24087,20.75983796,81764.66127,44200,48400,53600,10.88930435,18277,0.5308,,
3005,0.737,1090,0.9167,0.7502,23125,22.03278342,81982.30372,43900,50500,54700,10.90961899,20536,0.5529,,
3008,0.829,967,0.5772,0.6444,21500,22.76882662,64883.49562,35500,40800,42200,10.6501755,16086,0.462,,
3011,0.2548,1009,0.16,0.7105,27000,20.66666667,56336.43243,20900,28600,30400,10.32219789,32485,0.5313,,
3012,0.7438,1043,0.458,0.737,26500,23.54285714,62486.62286,34300,38700,40400,10.60658506,40835,0.5634,,
3014,0.6396,1096,0.4129,0.7921,27000,21.64340176,67770.55308,36800,42100,49600,10.81174611,37504,0.7088,,
3016,0.5308,1027,0.9178,0.6736,27600,22.845,60561.06667,32900,37900,40600,10.61152335,40078,0.5971,,
3018,0.724711581,1009,0.7477,0.7012,25000,21.19024037,65503.9047,32600,37400,43600,10.68281243,22416,0.541,,
3023,0.7604,1102,0.4559,0.7436,27000,22.87163814,65019.00795,35100,40100,47300,10.76426557,42600,0.5821,,
3024,0.4188,1377,0.8044,0.9424,24286,19.57142857,86878.86348,68000,74400,84700,11.34687088,55783,0.8012,,
3025,0.7401,1195,0.743,0.852,24500,19.66720779,87723.17857,36800,40200,45900,10.7342204,33652,0.7263,,
3026,0.3328,825,1,0.5279,38097,21.5877743,23785.58542,21400,23500,27200,10.21097225,17380,0.2518,,
3029,0.6398,989,0.2804,0.77,27000,26.3948052,55260.64156,27400,30000,37300,10.52674861,25900,0.3894,,
3030,0.9711,939,1,0.6414,25000,34.32747998,25142.05484,32000,30700,32500,10.38899537,33077,0.3143,,
3032,0.6287,1030,1,0.6721,21100,24.45718251,44245.09258,36100,40600,44200,10.69648007,22041,0.3198,,
3033,0.8755,989,1,0.6934,30886,23.1332533,61709.76831,35100,38800,44700,10.70772878,31989,0.5821,,
3035,0.494,1028,1,0.6617,28055.5,25.08532778,52483.14048,37800,41800,44700,10.70772878,40370,0.4092,,
3036,0.7607,1163,1,0.8626,24625,20.26646091,101291.4372,33000,37700,39800,10.59162219,32761,0.7346,,
3037,0.5633,1231,0.817,0.8709,25500,19.3962536,90918.49135,33200,44400,51200,10.84349481,51300,0.7505,,
3039,0.8551,1035,0.3125,0.7938,27000,21.01557093,61758.15744,28800,31700,38100,10.54796956,39478,0.5908,,
3041,0.716,964,0.3226,0.5763,27000,21.52473498,59646.5477,31200,37300,43700,10.68510338,38824,0.4558,,
3042,0.4597,1285,1,0.8935,25000,19.38461539,105786.1754,38600,47700,56100,10.93489109,54490,0.8137,,
3045,0.6832,1083,0.7604,0.7619,23000,21.65781487,72695.05994,41900,49400,46500,10.74720759,38941,0.564,,
3049,0.5736,1030,0.5405,0.7566,27000,22.1125,58613.47222,35000,40000,46000,10.73639668,42672,0.6757,,
3050,0.8334,1112,0.9952,0.8811,27000,20.1039641,96823.32685,41700,48500,57600,10.96127785,45714,0.7528,,
3051,0.830244208,1048,0.8298,0.7774,25000,22.83863974,54280.68464,31900,36900,40300,10.60410675,23995,0.5152,,
3065,0.3838,1328,0.9583,0.9574,18569.5,19.53351955,136808.0028,37700,42200,52900,10.87615862,57910,0.8908,,
3066,0.5561,983,1,0.7059,26975,20.60225141,66003.53283,30500,35700,36600,10.50780352,39085,0.4473,,
3072,0.7179,1046,0.4648,0.7131,25250,24.42532146,61926.04748,38000,42500,46700,10.75149944,35213,0.5866,,
3073,0.6387,1105,1,0.715,27000,20.38386648,72087.45619,40500,47100,51900,10.85707407,42205,0.5566,,
3077,0.66758958,1240,0.947533333,0.716766667,24250,21.61309686,85286.83083,39200,46800,54300,10.90227951,22006.33333,0.438033333,,
3083,0.712,1050,1,0.7372,27000,19.56143498,79572.35157,35800,41200,48200,10.7831143,37502,0.6273,,
3084,0.7596,983,0.5963,0.6832,27000,21.58892439,56388.86049,32000,36000,40100,10.59913161,33630,0.4791,,
3085,0.9024,943,0.9828,0.6026,27000,24.71279762,53883.46949,33300,38400,41900,10.64304111,36250,0.387,,
3086,0.3041,1354,0.8982,0.9341,25000,19.37059724,119898.2129,29000,37700,43900,10.6896696,59683,0.8857,,
3089,0.6785,1153,0.7583,0.8429,27000,20.0120259,82574.17021,55100,65800,71200,11.1732481,49618,0.7175,,
3090,0.555279186,1289,0.6513,0.9245,21500,21.14817338,75382.69637,39300,45100,50600,10.83170686,24524,0.8323,,
3100,0.729544907,1104,0.6772,0.7862,20833,24.77854178,64260.43351,34200,39000,44500,10.70324447,23605,0.6657,,
3109,0.7533,1123,0.6897,0.8007,27000,19.61694058,92438.23894,32100,41200,49600,10.81174611,52819,0.6319,,
3110,0.7374,1087,1,0.7639,27000,21.0906801,79962.26364,35300,40800,44800,10.70996342,41646,0.5981,,
3121,0.3856,969,0.2264,0.6488,25000,29.03432362,28779.33458,38100,41200,42000,10.6454249,34771,0.461,,
3123,0.9649,1016,0.4845,0.6636,25500,22.676132,50548.5614,33200,36500,40100,10.59913161,21338,0.4166,,
3125,0.7325,1141,0.4632,0.8462,22250,23.13325976,64437.72686,38200,43100,45600,10.727663,25799,0.579,,
3127,0.5297,1181,0.619,0.8858,26500,19.75291181,129521.6269,45600,52800,57300,10.9560559,46250,0.7674,,
3131,0.9073,1031,0.7192,0.6805,23219.5,21.92524085,55099.74669,37200,44700,49500,10.80972795,21263,0.4543,,
3134,0.5782,1018,0.3349,0.6517,27752.5,26.55991285,48684.21787,43100,45200,46900,10.75577295,35976,0.5,,
3135,0.7713,1047,0.4745,0.7348,27000,22.98148148,70266.78502,39300,41500,45400,10.72326738,34994,0.5519,,
3142,0.4603,1006,0.9583,0.8175,27000,21.99464525,57479.64659,32400,36200,40000,10.59663473,39415,0.3841,,
3143,0.8932,1158,0.6845,0.7444,27000,20.24390244,80752.58643,35200,41600,46300,10.74289724,50728,0.6261,,
3144,0.6997,1132,0.5342,0.8344,26858,20.97480832,106262.7853,42300,48700,54500,10.90595598,45080,0.7646,,
3147,0.7182,836,0.3958,0.3313,22500,21.68544102,34587.39532,28200,32100,34700,10.45449497,26400,0.0536,,
3151,0.4934,981,0.3077,0.5036,20832,30.88422247,61844.64018,47500,47500,55300,10.92052819,32241,0.5688,,
3152,0.8398,1030,0.9819,0.6511,20000,23.61513762,47427.53716,35300,40000,44600,10.70548914,16684,0.3562,,
3154,0.9814,969,1,0.6252,16770.5,23.90309278,40534.44433,33200,36800,40300,10.60410675,13735,0.3384,,
3161,0.7337,970,0.609,0.6807,16338,25.32483256,38828.78181,32100,35000,40200,10.60162227,13296,0.2969,,
3163,0.598,930,1,0.5917,14158.5,22.97648084,46771.89634,33700,36600,40400,10.60658506,13065,0.314,,
3164,0.5646,1098,0.6667,0.7406,24335,20.58834766,61554.78033,32600,37700,41800,10.64065162,31759,0.546,,
3165,0.6321,1124,1,0.8506,24665,20.67706013,74408.47884,32900,35700,41800,10.64065162,29359,0.4875,,
3166,0.7198,1163,0.6104,0.8145,24000,24.04142012,76978.57988,39200,45900,47900,10.77687078,41431,0.6075,,
3167,0.6246,990,0.6593,0.6909,19069,23.17058824,43844.82745,29800,35000,36100,10.49404814,15440,0.3788,,
3168,0.5445,950,0.3864,0.6044,17250,24.74511435,38662.36882,32100,34600,37300,10.52674861,17213,0.2131,,
3170,0.7602,1135,0.8686,0.7861,19500,21.78478984,67632.292,42100,47900,53300,10.88369161,21338,0.5956,,
3174,0.4767,890,0.6344,0.6286,17498,22.6182266,43167.14286,31600,38000,38900,10.56874953,15439,0.2264,,
3179,0.7992,950,1,0.5737,13750,24.63830871,37293.11156,33300,36000,39100,10.57387775,14050,0.3059,,
3180,0.884,963,0.3373,0.5158,23000,30.01043219,33615.19523,26300,30500,27400,10.21829829,22983,0.2973,,
3181,0.9026,990,1,0.7008,15284.5,22.84854015,49387.61314,38600,44400,48600,10.79137881,16660,0.3292,,
3184,0.804392703,1176,0.75305,0.8395,18807,22.84945267,65631.51861,46800,53700,59300,10.99036458,23263,0.6629,,
3185,0.4059,1279,0.7755,0.9034,24114.5,21.06455399,82887.31573,47600,54400,59200,10.98867682,46560,0.6882,,
3191,0.5592,993,0.2227,0.7073,24164,27.22128852,53518.59757,41300,42100,46100,10.73856823,35963,0.5549,,
3193,0.67,935,0.8714,0.6378,21030.5,27.98158022,36058.24867,35200,37900,42200,10.6501755,18959,0.2325,,
3194,0.7528,1070,0.4485,0.8262,21500,23.81657713,72027.39831,38800,43500,49000,10.79957558,41836,0.623,,
3197,0.6285,1279,0.5422,0.8623,22000,19.70426829,84421.51829,36900,43100,50900,10.8376182,53447,0.7451,,
3198,0.921913067,1090,0.94075,0.805,25000,25.36146378,71275.00373,49600,52400,56400,10.94022444,45708,0.6786,,
3206,0.538,1104,0.2947,0.6667,22562.5,26.91153846,46297.21154,29300,32700,35200,10.46880136,33878,0.4714,,
3208,0.7044,974,0.9706,0.5441,21757.5,26.97613365,51209.13604,37600,41200,45900,10.7342204,34807,0.4615,,
3209,0.882,950,0.5928,0.685,23000,22.76764706,52572.49449,31000,36000,41400,10.63103616,21690,0.4443,,
3210,0.789375367,1102,0.74585,0.8415,22151,23.66535317,60799.91961,40000,47500,53900,10.89488576,22974,0.6147,,
3211,0.7135,1025,0.8969,0.7423,25262,25.96919567,46007.95322,51200,53200,55300,10.92052819,18801,0.444,,
3212,0.8619,1102,0.6571,0.7935,25000,21.33172147,71145.91876,35100,42200,46800,10.75363848,47922,0.6156,,
3216,0.6117,1045,0.5033,0.7303,22332,26.50215537,37656.55343,36400,42200,48600,10.79137881,19843,0.417,,
3217,0.4853,1371,1,0.9406,16000,19.9494382,87579.53371,33400,35800,47200,10.76214917,57701,0.819,,
3219,0.7304,1020,0.6789,0.6693,21568,24.20685532,49284.48745,30100,36500,41200,10.62619354,18285,0.367,,
3223,0.7417,1108,0.7024,0.8672,21000,21.57802263,71719.14056,37100,43700,49000,10.79957558,22390,0.6656,,
3224,0.668,1195,0.5985,0.9002,24500,20.57596899,91039.62403,51400,54200,59000,10.98529272,51036,0.755,,
3227,0.5784,1198,0.7539,0.859,24003.5,19.52729694,92659.69907,33700,45200,54300,10.90227951,52665,0.7883,,
3229,0.6231,1033,0.4897,0.7146,28000,23.70497312,57796.43414,38700,44700,49500,10.80972795,46170,0.5371,,
3230,0.6487,1182,1,0.8545,27225,19.44432432,94861.54595,35500,44900,55200,10.91871823,50044,0.7917,,
3233,0.7762,976,1,0.7105,27000,25.4874552,63111.31756,36800,42600,44800,10.70996342,39999,0.5132,,
3235,0.5969,1095,0.3214,0.854,27000,20.45499646,78195.36924,34400,40800,46400,10.74505474,48907,0.605,,
3237,0.3992,1334,0.8403,0.9068,25000,20.94202899,86855.11111,38300,50500,61500,11.02679245,57586,0.8409,,
3238,0.2951,1306,0.9671,0.941,26992,19.67447596,132161.963,59200,69600,76300,11.24242822,59090,0.9076,,
3241,0.7428,896,0.3537,0.712,25483,20.90342052,77893.32193,35500,42700,47700,10.77268668,43541,0.4561,,
3242,0.2549,1432,0.9324,0.9422,25878.5,19.33131619,103259.3729,83100,84100,102700,11.5395674,59710,0.8799,,
3243,0.588,948,0.4335,0.669,29746,25.93591294,49160.32044,39200,42900,47800,10.77478092,41240,0.5991,,
3245,0.5785,960,0.2353,0.7238,26960,27.48455804,48496.62939,33600,38400,45300,10.72106231,42663,0.4188,,
3247,0.6489,1057,1,0.8102,26750,23.49045521,74854.85683,43200,47600,52000,10.858999,38504,0.6923,,
3252,0.6834,1005,0.436,0.6724,26000,20.43731194,79259.06921,34500,38700,43100,10.67127828,44778,0.5684,,
3253,0.4444,1285,0.7993,0.8985,20900,19.36824324,120904.8024,41500,52500,62000,11.03488966,58149,0.8562,,
3256,0.815,1197,0.5358,0.8644,25556,23.35454833,85867.61592,54300,64300,77400,11.25674206,53831,0.6951,,
3258,0.7409,1122,0.4849,0.8761,27000,20.48264984,102021.5454,51900,60300,65100,11.08367983,42280,0.7688,,
3259,0.6409,1041,0.3358,0.8033,25000,25.65294925,59611.99589,36800,43800,45900,10.7342204,39764,0.5466,,
3262,0.695687484,1117,0.316,0.8167,27000,23.02339688,84554.487,41900,49000,51800,10.85514543,47390,0.7741,,
3266,0.8042,1050,0.5675,0.7879,27000,21.1021021,73022.35511,43100,49700,52900,10.87615862,37572,0.6508,,
3267,0.6802,1070,1,0.7699,25647,24.27403315,67098.63646,33900,38800,43600,10.68281243,34818,0.6695,,
3268,0.4163,1282,0.7543,0.8817,22007,19.3577431,130698.2293,43200,51700,60900,11.01698845,55770,0.8357,,
3270,0.6591,944,0.2358,0.8222,25000,26.33130963,64891.902,50100,50900,56600,10.94376426,39051,0.6598,,
3274,0.2349,1400,0.8235,0.9783,13705,19.27667984,100145.3715,39300,52800,68800,11.13895902,59654,0.9333,,
3275,0.7585,933,0.2789,0.7792,27000,23.24193548,61361.95256,44200,49700,51000,10.83958091,31949,0.5461,,
3276,0.7964,943,1,0.8197,25000,27.00737619,81036.42044,47300,48500,55200,10.91871823,45011,0.4828,,
3277,0.9049,973,0.6653,0.734,26938,20.16825397,69307.64838,31300,37700,42200,10.6501755,22936,0.5119,,
3280,0.7205,901,0.279,0.7148,25000,21.933,48708.669,27200,34000,33400,10.41631118,31012,0.4221,,
3284,0.3414,1283,0.8571,0.9126,24008,19.44596913,128163.2642,55700,63700,81000,11.30220443,57688,0.8832,,
3285,0.5813,982,0.3851,0.7164,16284,33.86307054,48804.37656,29100,30500,34900,10.46024211,27372,0.6952,,
3287,0.8021,996,0.4142,0.825,26929.5,22.42784164,66348.97957,45100,52600,58300,10.97335737,47134,0.6443,,
3288,0.6686,1112,0.438,0.8267,27000,19.95057034,85615.16857,41100,43300,47500,10.76848499,46169,0.7311,,
3289,0.3084,1322,0.812,0.9392,24000,19.42459397,114762.9992,64800,74100,89200,11.39863632,55441,0.8584,,
3290,0.6133,853,1,0.7159,31000,23.1986755,43658.69442,24600,29400,35100,10.46595641,22497,0.3984,,
3293,0.7162,1047,0.6864,0.7944,27000,19.69354839,80124.39839,35000,40100,48800,10.79548559,44256,0.6391,,
3296,0.713,1050,0.392,0.8128,27000,21.03211009,76018.92844,33400,36500,41100,10.6237634,41657,0.6511,,
3297,0.7536,1064,0.6293,0.8003,24500,22.24421594,62505.80077,33800,37800,43700,10.68510338,42367,0.6047,,
3298,0.659,1154,0.558,0.8658,26200,19.77495908,89544.34534,35800,41600,48600,10.79137881,41341,0.758,,
3300,0.5632,982,0.1571,0.7885,27000,21.53149606,60126.83465,27200,32100,38100,10.54796956,47675,0.5758,,
3303,0.9522,946,1,0.719,27000,25.08938548,48821.0905,38100,40400,41900,10.64304111,35640,0.6231,,
3304,0.4616,1246,0.5952,0.9071,26694,22.13832487,122476.5178,44900,54400,63700,11.06193984,53637,0.8584,,
3306,0.6585,977,1,0.7362,27000,21.57112069,51383.23276,27000,30200,33700,10.42525312,29736,0.4176,,
3313,0.672593719,1025,0.37455,0.87745,27062.5,21.68965517,83294.24731,46600,52700,59500,10.99373159,37330,0.68005,,
3315,0.8856,990,0.8296,0.8063,25000,20.09129154,74857.435,36400,40200,47100,10.76002828,21732,0.6182,,
3316,0.9269,964,0.6737,0.7981,24140,22.63316875,59269.38978,33400,38600,42500,10.65725935,23081,0.4976,,
3318,0.9348,915,0.7321,0.7572,25125,22.25231225,58705.25379,31300,35700,39200,10.57643203,20478,0.5286,,
3320,0.7844,946,0.814,0.7128,22951,21.24786568,69692.06944,34700,40900,45100,10.71663753,20282,0.5604,,
3321,0.8735,930,0.8479,0.723,26250,20.90689886,55972.65137,27800,32000,37700,10.53741537,19886,0.4175,,
3322,0.8179,959,0.9149,0.7291,25611,20.63955409,74131.81544,32100,37400,42400,10.65490364,23130,0.5482,,
3323,0.8777,937,0.9366,0.7025,26300,20.5814367,63556.24218,31800,36800,42100,10.64780302,19145,0.4733,,
