UNITID,CONTROL,TUITIONFEE_IN,TUITIONFEE_OUT,SAT_AVG_ALL,TUITFTE,GRAD_DEBT_MDN,FAMINC,MEAN_EARN_6,MEAN_EARN_8,MEAN_EARN_10
210775,Private,30080,30080,970,17408,27000,62240.1556,38500,42800,47300
211024,Private,20250,20250,1004,10033,15994,46771.47475,26500,30600,35200
211088,Private,38160,38160,1105,13828,26729,78651.48283,36300,43500,48000
211158,Public,8914,19364,970,7837,26000,76426.40819,38200,42600,48100
211273,Private,45540,45540,1313,21894,25000,94770.38945,41900,51300,61000
211291,Private,48498,48498,1317,31788,27000,136947.3946,62400,73700,82400
211352,Private,29842,29842,897,13980,26000,73977.92838,36700,43800,49600
211361,Public,9556,13550,934,7890,24329,60210.008,35100,39800,44800
211431,Private,26178,26178,941,16311,27000,50467.99646,40400,42900,44200
211440,Private,49022,49022,1436,36119,26866.5,106538.503,84000,92200,103000
211468,Private,34504,34504,1005,17643,29000,51561.54965,40900,42600,48700
211556,Private,33428,33428,,17352,21121.5,53754.63889,35700,38600,43400
211583,Private,32110,32110,968,15066,27000,51027.20368,33800,40500,46800
211608,Public,9090,13744,,3048,32500,30268.75106,23700,27000,31600
211644,Public,9788,13760,928,7355,25750,59626.02276,33200,36800,40600
211893,Private,2475,2475,,3971,PrivacySuppressed,79754,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
211981,Private,33826,33826,990,17210,26500,82659.56866,36200,40900,44700
212009,Private,47717,47717,,27496,21000,119915.0738,45300,58100,64100
212054,Private,47051,47051,1186,23559,25500,84355.6858,54400,67400,78000
212106,Private,32636,32636,1144,20602,27000,102546.1966,54500,61100,68200
212115,Public,9376,19826,954,9139,23683,68096.35461,35300,43100,47200
212133,Private,29680,29680,1038,12762,25225,55706.52103,36700,44100,48100
212160,Public,9256,13249,928,6451,27000,52398.36332,29000,33300,38100
212197,Private,39920,39920,1133,19788,27000,85351.09702,44800,50100,55000
212452,Private,5800,5800,,6832,PrivacySuppressed,19882.97297,,,
212577,Private,48514,48514,,29020,23000,103066.2598,49200,55700,69200
212601,Private,28368,28368,1037,16229,27000,77997.69359,43800,50600,55100
212656,Private,25220,25220,1072,13862,25168.5,69525.77535,35600,40800,43300
212674,Private,47480,47480,,29130,21000,136402.0913,47100,55300,66300
212832,Private,30460,30460,961,15815,25000,65927.63515,48000,51700,56500
212911,Private,47214,47214,1422,27250,14000,107140.0076,44100,52200,75100
212984,Private,28456,28456,925,16948,27000,62485.38917,43600,48800,54300
213011,Private,32000,32000,962,12435,25962,82724.57971,51300,51800,54700
213020,Public,9470,20965,958,8048,27000,69487.77563,33400,38500,44200
213251,Private,38630,38630,,17342,27000,87773.13527,37500,48000,56800
213303,Private,21900,21900,921,11155,25750,52566.15966,28900,33900,36800
213321,Private,31816,31816,,16008,27000,83841.31509,44400,49400,57500
213349,Public,9099,19549,960,7538,26000,74746.27427,34200,39100,43900
213358,Private,25500,25500,926,15588,24846,59030.07692,35900,41800,42800
213367,Private,39800,39800,994,17325,27000,66858.61773,45200,52000,61100
213385,Private,46385,46385,1300,27378,25000,144807.8794,58400,68500,80500
213400,Private,18800,18800,996,12028,18184,46558.39116,31300,32600,37900
213507,Private,37470,37470,,18136,27000,84884.30701,42100,47800,48500
213543,Private,44890,44890,1326,26103,24930,116382.5214,67300,77000,94100
213598,Public,10232,15618,862,9581,31000,43658.83716,26900,30000,36200
213613,Public,9276,17726,947,6927,26800,64054.00319,34000,37500,43400
213668,Private,34706,34706,1043,13518,27000,78729.5159,36400,41200,49400
213783,Public,9526,19976,950,6375,27000,60367.8932,33300,38600,41300
213826,Private,31695,31695,1030,15219,27000,76055.15907,36500,39200,43200
213987,Private,31485,31485,,13905,25504,64332.47459,34300,39400,44200
213996,Private,31340,31340,1125,17157,25875,96590.04605,38200,42000,50500
214041,Public,10268,23868,1012,7616,25316.5,69638.43196,35600,40600,46000
214069,Private,29010,29010,1074,16200,26660,78773.15819,45100,49200,54400
214148,Private,35410,35410,,23751,27000,64333.39035,29000,33500,36600
214157,Private,37572,37572,1022,17587,27000,87837.18907,42600,48900,55100
214175,Private,44145,44145,,22612,26247.5,121217.283,45400,56100,65300
214272,Private,25860,25860,853,18006,27000,62429.47334,38800,42000,47200
214591,Public,14588,21820,1089,7272,26933,80462.72319,43600,51200,57200
214625,Public,13588,20274,1089,8317,26933,80462.72319,43600,51200,57200
214634,Public,13332,19888,1089,8439,26933,80462.72319,43600,51200,57200
214643,Public,13588,20274,1089,7233,26933,80462.72319,43600,51200,57200
214652,Public,13882,20718,1089,7588,26933,80462.72319,43600,51200,57200
214670,Public,13930,20766,1089,6204,26933,80462.72319,43600,51200,57200
214689,Public,14588,21820,1089,5925,26933,80462.72319,43600,51200,57200
214698,Public,13636,20322,1089,7383,26933,80462.72319,43600,51200,57200
214704,Public,14588,21820,1089,5949,26933,80462.72319,43600,51200,57200
214713,Public,14588,21820,1089,7843,26933,80462.72319,43600,51200,57200
214731,Public,13942,20778,1089,5904,26933,80462.72319,43600,51200,57200
214777,Public,17502,30452,1089,24219,26933,80462.72319,43600,51200,57200
214786,Public,13648,20334,1089,8330,26933,80462.72319,43600,51200,57200
214801,Public,13942,20778,1089,4820,26933,80462.72319,43600,51200,57200
214810,Public,13870,20706,1089,7891,26933,80462.72319,43600,51200,57200
214829,Public,13930,20766,1089,7587,26933,80462.72319,43600,51200,57200
214883,Private,13800,13800,,15115,37500,23974.90446,40500,44200,50300
214971,Private,32695,32695,,22261,27000,66325.53763,21200,22900,26300
215053,Private,22000,22000,,21378,27000,76236.3937,24300,30100,30600
215062,Private,47668,47668,1452,34560,13750,69642.10192,91200,107800,131600
215099,Private,35230,35230,1074,19934,27320,75347.66861,43500,50400,54800
215105,Private,38410,38410,1006,20918,27000,87961.01309,26600,33400,39100
215114,Private,23245,23245,993,10727,27000,66111.408,30600,36000,38700
215132,Private,36096,36096,1169,22797,27000,85515.32587,74900,87500,92400
215266,Public,13322,24138,1194,11150,26500,90931.04605,44300,50000,61200
215275,Public,13372,24188,1194,12012,26500,90931.04605,44300,50000,61200
215284,Public,13374,24190,1194,12314,26500,90931.04605,44300,50000,61200
215293,Public,17772,28168,1194,16728,26500,90931.04605,44300,50000,61200
215442,Private,27190,27190,995,17108,27000,63422.16084,32800,38300,42400
215655,Private,26054,26054,1051,17137,27000,73244.32392,40400,48000,53100
215691,Private,31580,31580,993,13889,23375,56076.2908,36700,42600,46700
215743,Private,31078,31078,1033,13596,27000,75392.97324,48900,52400,57400
215770,Private,40580,40580,,23780,23250,127390,49600,58700,65900
215798,Private,31370,31370,1034,12522,27000,90289.99884,40800,44700,52100
215929,Private,39956,39956,1125,20816,27000,121006.1794,47400,56000,62300
215947,Private,31280,31280,,14235,27000,70377.18793,35900,41600,44500
216010,Public,9774,18520,981,7315,25000,76816.91522,35800,42200,48200
216038,Public,9309,12939,999,7048,25000,75064.64354,36300,40900,44800
216047,Private,19500,19500,,14503,21597,92378.43478,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
216278,Private,40350,40350,,18030,26403,96872.32994,40200,47900,60900
216287,Private,46060,46060,1433,27431,18100,91342.15361,44500,56800,70000
216311,Private,8500,8500,,12334,PrivacySuppressed,45758.64706,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
216339,Public,14696,24722,1125,20016,25577,74405.45842,42200,50300,59000
216357,Private,27828,27828,970,13022,28000,63018.06,34400,37900,41700
216366,Private,,,,33544,12500,56489.30974,67600,79000,99300
216524,Private,46080,46080,,20530,27000,105872.2577,42000,50700,61800
216542,Private,20394,20394,941,13406,27000,51564.40246,28700,32400,34300
216597,Private,45966,45966,1313,26473,26037.5,129960.2417,64700,75900,87600
216667,Private,41282,41282,,21989,27000,92353.46009,45400,53700,60100
216694,Private,21290,21290,1008,12351,27000,74611.84289,43800,48200,51200
216764,Public,9144,19594,1079,8975,23250,87209.72564,39500,44400,51200
216807,Private,33410,33410,1055,12104,27000,74308.87523,36000,45100,47200
216852,Private,39830,39830,1023,21470,28000,83791.37694,47500,53600,59100
216931,Private,31262,31262,1045,15692,26126,68362.18633,47200,54000,58600
217013,Private,24380,24380,976,11662,27000,54202.12465,29400,32200,34000
217040,Private,8000,8000,,19448,PrivacySuppressed,41807.64286,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
217059,Private,17630,17630,1050,13702,26000,87772.22044,40100,47300,52200
217156,Private,47434,47434,1435,30816,16149.5,104303.9551,64800,76500,89100
217165,Private,38574,38574,,24035,27000,119341.1023,58900,66800,77600
217235,Private,28539,28539,,14467,27000,65670.31703,33400,37600,42200
217402,Private,44323,44323,,24528,27000,134117.3125,51800,60400,73400
217420,Public,7602,18300,918,6297,20500,50778.37601,35900,40700,43900
217484,Public,12506,28072,1077,12695,23000,90897.28344,42500,50700,58400
217493,Private,44594,44594,1254,36379,27000,95463.13771,42600,49200,56400
217518,Private,31750,31750,,20789,27000,115740.2834,44100,49500,56000
217536,Private,35690,35690,,18905,27000,104161.2722,45900,54200,57700
217606,Private,10790,10790,,11024,23356.5,44032.17157,25000,29900,33500
217624,Private,13140,13140,,9347,37600.5,19676.28042,18200,23300,26400
217633,Private,23750,23750,1038,12871,26900,71742.57228,31000,35300,38400
217688,Private,22840,22840,997,11984,27500,54215.93574,32400,36300,40600
217721,Private,18288,18288,,10181,44000,24213.43492,21300,23600,27300
217776,Private,22950,22950,,12201,28000,50197.78736,38000,43800,46200
217819,Public,10981,27971,1137,12765,22250,83211.09414,36400,43100,48700
217864,Public,11098,30706,1073,10986,24910,87859.78234,44700,52500,59600
217873,Private,15010,15010,806,10439,29600,33999.6104,27200,28500,30700
217882,Public,13446,31462,1261,14109,21500,97265.54559,48100,53900,58900
217907,Private,25536,25536,992,11592,29403,50111.51338,29300,31700,37100
217925,Private,19480,19480,1035,10344,20500,51387.93333,27900,29400,31400
217934,Private,27350,27350,1033,11916,26366.5,50451.54034,28500,31700,36200
217961,Private,16500,16500,1045,8503,27000,64681.49346,26900,29500,34800
217998,Private,31580,31580,1016,9095,27000,70667.86849,33400,36600,41500
218061,Public,9738,19004,933,5787,31000,42061.75078,32100,35100,36900
218070,Private,44668,44668,,22158,24896,115585.8972,41400,50500,59700
218229,Public,10418,19738,936,5622,27000,51558.58432,31400,34900,38100
218238,Private,23000,23000,1020,11408,28436,41202.5709,34900,37100,41600
218335,Public,,,,16332,3000,26301.12529,87800,103400,111500
218399,Private,12317,12317,,10840,31000,22185.35338,19200,24100,25600
218414,Private,24300,24300,945,11014,27000,62188.76748,32900,36400,37600
218441,Private,15510,15510,1152,6921,21300,60998.9531,27800,32600,36200
218539,Private,34828,34828,1090,15681,26000,81915.99526,42400,44200,50800
218645,Public,9602,18926,970,5480,26098,54580.03309,34200,37200,40800
218654,Public,9404,19424,933,6769,23334,54192.57179,33800,35200,40400
218663,Public,11158,29440,1192,10577,22520,90366.33312,43900,49900,53900
218724,Public,10320,23660,996,11646,24500,72733.25392,33500,39900,44500
218733,Public,10007,19856,810,9450,33505,31137.40162,25000,29800,32500
218742,Public,10518,20868,947,5584,22750,50821.2522,36400,39600,41300
218919,Private,10780,10780,,8211,30075,23002.23575,22700,27100,26100
218964,Public,14082,27008,1053,8451,27000,58401.66324,31300,35600,39800
218973,Private,37120,37120,1194,15800,25000,99107.14522,43100,54000,59800
219000,Private,29214,29214,1162,12544,27000,94143.27093,38800,42400,49500
219046,Public,7617,10097,951,6137,25119,57129.56613,31300,35900,40500
219082,Public,7506,9986,1026,7158,23250,59837.95927,35400,39700,43100
219091,Private,23650,23650,1044,9594,27000,76235.81882,35600,37500,40900
219198,Private,22892,22892,990,9908,27000,66791.93084,34600,38700,39400
219259,Public,7563,10042,1025,5162,23558,60156.53962,33400,37000,37300
219295,Private,17875,17875,980,14077,25000,56854.35057,38600,39800,38100
219347,Public,10040,13560,1181,8909,27000,76111.7865,56400,61100,62400
219356,Public,7713,10485,1068,7493,25000,75148.43878,41100,45600,50200
219383,Private,25480,25480,1028,10931,22625,68888.68552,38800,41600,44800
219471,Public,8022,10794,1044,7037,23750,68388.94156,37100,44500,49500
219505,Private,9610,9610,,11034,25000,26016.52941,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
219602,Public,7168,21664,1010,5850,21987,41771.66194,31400,35000,38800
219639,Private,10412,10412,1110,12827,29991,42162.55336,47100,55100,56000
219709,Private,28660,28660,1176,22886,22500,100183.4401,37100,44700,51500
219718,Private,15714,15714,930,8685,24931.5,33869.43942,37800,39800,43100
219790,Private,22200,22200,1065,8695,18500,54250.6373,39500,42500,44500
219806,Private,24460,24460,1083,13234,24439,65026.34838,33900,38000,41300
219833,Private,29190,29190,1105,12812,26000,57067.87129,36600,44400,50000
219949,Private,20200,20200,1044,9184,21875,60207.41304,37200,39200,43000
219976,Private,27390,27390,1175,18048,20000,71207.9945,37800,43800,51500
220075,Public,7667,24011,1030,7690,19499.5,46921.24232,32700,37100,40600
220181,Private,20858,20858,946,11089,27000,46477.50124,26000,34900,36300
220206,Private,16890,16890,,9632,19500,51699.48864,26200,33000,31000
220215,Private,20468,20468,1117,10319,26000,71338.55313,31500,39500,41100
220473,Private,12050,12050,1017,7333,19690,54695.03054,28200,29100,31700
220516,Private,25708,25708,1042,9653,20500,47462.75035,44100,47300,50300
220598,Private,9780,9780,762,9188,33068,20644.156,21500,24500,27500
220604,Private,10680,10680,735,9992,PrivacySuppressed,20988.20611,23800,28900,30200
220613,Private,14280,14280,1076,9839,27500,60459.96939,30000,35100,37800
220631,Private,19970,19970,1055,19297,17010,47019.33247,34300,37800,41600
220701,Private,23100,23100,,9818,24920,42255.79681,28200,31100,36300
220710,Private,31754,31754,1049,12304,27000,59518.19014,31800,37900,44000
220808,Private,28870,28870,1025,15911,32000,48012.92064,22800,24000,28300
220862,Public,8619,20331,1029,7951,24927,45246.8642,35100,39000,43200
220978,Public,7876,24124,1032,6180,21437,49911.73292,33600,39200,44400
221014,Private,28730,28730,1097,13610,23500,64894.62955,35600,43200,44500
221254,Private,26688,26688,1050,17618,27000,67561.93684,29000,36900,39000
221351,Private,41572,41572,1296,18787,27000,114645.224,40800,54500,64800
221519,Private,37100,37100,,21477,18759,100854.5245,38200,45300,51700
221661,Private,20240,20240,,15274,25000,66286.59145,35400,42200,46300
221731,Private,22300,22300,1002,10510,18750,51370.2507,34300,38600,43700
221740,Public,8138,24256,1088,5325,19967,62091.85876,33900,39000,42600
221759,Public,11876,30326,1198,10788,19481,69069.90808,41600,51000,56700
221768,Public,8024,21968,1050,4800,23500,46248.03651,30800,35400,40100
221838,Public,6930,19650,,6968,26459.5,32559.1172,31200,35500,39800
221847,Public,7679,22679,1105,5681,15500,54031.06701,35400,40300,46700
221856,Private,12460,12460,962,7482,26755,29836.54634,29200,29200,33500
221892,Private,23126,23126,1066,12431,18750,59754.74324,40700,43600,49000
221953,Private,22670,22670,990,9177,27317,45014.24327,34400,38000,42500
221971,Private,28150,28150,1170,11153,24912.5,56669.35428,40900,44000,49600
221999,Private,43838,43838,1481,22708,12500,95790.447,61900,78000,86200
222178,Private,29450,29450,1091,13974,25500,78715.38831,38900,42400,48900
222831,Public,6856,15544,976,6349,20850,52343.02916,36100,41400,46300
222877,Private,9000,9000,,8831,21500,47314.3,26500,31400,38000
222983,Private,33840,33840,1159,15854,26000,78949.70793,39900,46700,52800
223117,Private,5100,5100,,4113,PrivacySuppressed,26725.62857,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
223232,Private,38120,38120,1227,20309,25000,96110.24952,46600,51200,58400
224004,Private,26960,26960,1021,14210,25483.5,55486.76421,41200,49000,51300
224147,Public,7655,16283,970,6793,22423,52242.29516,39100,44500,48600
224226,Private,23650,23650,1075,15354,22250,64209.37715,42900,44800,49200
224244,Private,15492,15492,996,11710,26250,48839.70464,33000,41800,45500
224323,Private,34430,34430,1211,15574,23500,103199.1941,37400,50200,51400
224527,Private,23280,23280,952,13523,25944,59531.20952,34800,41400,43600
224545,Public,6059,15235,897,4813,12500,40162.27439,34800,37500,39200
224554,Public,5892,14580,909,7175,19450,43564.29245,36000,38300,41900
225247,Private,22350,22350,1037,11967,25864,65272.05806,40200,43200,48300
225399,Private,28800,28800,1054,13550,25000,51883.30409,39400,48000,52300
225414,Public,5802,16170,1044,9069,16549.5,38561.28761,45500,49200,52900
225432,Public,5516,14204,894,5906,18750,31655.2172,42500,45100,49300
225502,Public,6748,17608,,5675,15000,39284.30355,43800,44800,46200
225511,Public,8605,19693,1139,9891,19500,48469.54582,47100,55000,60600
225548,Private,24600,24600,976,10556,24125,60886.09707,34000,38700,40500
225575,Private,13544,13544,814,12145,PrivacySuppressed,34750.47183,29900,30700,34200
225627,Private,26490,26490,963,15016,27000,53011.00203,41000,49100,52500
225885,Private,11369,11369,,1893,33000,27554.12039,22800,24900,27500
226091,Public,7659,16362,963,6651,21250,46319.17182,37200,42000,46000
226152,Public,6453,15129,906,3799,14000,31620.25891,36000,41400,46700
226231,Private,26910,26910,1177,15159,27000,58354.3202,47300,50100,56800
226383,Private,19600,19600,1010,11751,23000,67160.80372,38700,45300,50500
226471,Private,25650,25650,1064,18681,25500,64322.51497,38600,42200,48700
226587,Private,25019,25019,901,13139,25000,52812.46314,36200,41300,46400
226833,Public,7753,9703,995,6322,22225,55204.17636,42400,45900,47000
227216,Public,9346,18034,1090,8076,19643.5,56439.43951,39300,43900,49300
227243,Private,23132,23132,981,12333,22000,58944.09055,45700,50600,54900
227331,Private,24596,24596,941,15950,24936.5,42625.41497,35500,39700,42500
227368,Public,5173,14023,953,3941,11169,30472.70938,34200,40600,44200
227377,Public,5282,14744,,3469,16013,24614.18877,30600,34600,38200
227429,Private,13375,13375,1070,11105,38125,23786.32665,26900,29100,29800
227526,Public,9461,20928,850,5322,27987,38221.07019,34300,38600,40700
227757,Private,40566,40566,1460,21358,10000,71248.60967,68300,74800,91600
227845,Private,36550,36550,1116,22563,25000,63129.85916,41200,47500,55700
227863,Private,29440,29440,1111,16905,23500,59036.04808,42400,48800,59600
227881,Public,7294,15982,1000,7273,21750,54086.2961,39300,45600,49700
228042,Private,24360,24360,997,12818,24234.5,65808.5066,35400,41100,44300
228149,Private,26186,26186,1033,22369,27000,51494.77809,38900,43200,52000
228246,Private,45940,45940,1316,25697,22125,107250.5449,68100,67000,77900
228325,Private,18580,18580,,11536,25150,52649.93832,30400,34900,38700
228343,Private,36120,36120,1159,16438,26944,85843.9245,41500,50700,63400
228431,Public,8892,19752,998,6733,24650,58307.49077,36700,41400,46400
228459,Public,8950,19086,1032,7237,21000,61451.64436,40600,46200,51100
228468,Private,19460,19460,905,14350,24792.5,42388.10833,39000,43400,47100
228501,Public,5676,14364,890,4104,15000,35641.18486,34600,38400,41400
228529,Public,6516,15204,961,6117,19894,53166.77332,38200,43100,47700
228635,Public,,,,10402,4000,8836.549587,71700,116800,141100
228644,Public,,,,10637,12500,41066.301,67500,94300,111500
228653,Public,,,,9016,15000,56244.78193,71000,76700,76800
228705,Public,7554,18984,922,6090,19264,38008.05837,39500,44700,49300
228723,Public,9685,26583,1206,9515,18766.5,79063.1846,53600,61600,67800
228769,Public,8878,18102,1053,7387,18000,49802.60432,43700,47800,54000
228778,Public,9830,34836,1296,10165,22000,75514.77188,52200,60200,73900
228787,Public,10864,26894,1259,10462,18750,51222.67772,47800,54400,61400
228796,Public,7259,18389,,5661,16695,31231.4234,35300,39300,43300
228802,Public,7312,18172,1051,5699,18061,48205.70725,42900,47400,50500
228875,Private,38600,38600,1207,24866,22000,120745.9918,50300,55300,62600
228884,Private,10008,10008,,10531,29125,24935.9252,24600,29900,28000
228981,Private,26800,26800,1020,12176,27000,69959.92847,38600,44900,51100
229018,Public,5250,13938,963,6767,12750,43818.85021,44800,50100,52300
229027,Public,7457,16507,1037,7653,23000,51269.99512,38800,44800,49600
229063,Public,8126,18986,812,5996,30500,29073.35356,30300,34600,37600
229115,Public,7811,16499,1110,8792,22250,73224.82845,46800,54500,61600
229160,Private,23144,23144,984,18437,25000,44039.81152,38200,40800,44400
229179,Public,7836,18696,953,5487,19500,45316.35862,42800,45900,49100
229267,Private,36214,36214,1281,17509,24450,102551.4928,48900,58200,68000
229300,Public,,,,9272,15000,49690.0228,71100,74700,138400
229337,Public,,,,7919,12500,59200.96753,76700,88900,100600
229780,Private,12960,12960,946,8676,18271.5,43766.92619,41300,44600,47200
229814,Public,6782,7538,970,6029,20750,53423.76726,39300,42800,46700
229887,Private,11482,11482,,7815,31000,25613.89842,26400,29700,30700
230038,Private,5000,5000,1290,5763,11000,40320.20907,46600,58800,71500
230047,Private,4940,4940,1110,3088,8250,50387.64926,35600,43200,49100
230603,Public,6138,18596,1063,7753,12000,46296.63326,34100,39200,45500
230630,Private,16968,16968,,17233,25968,20136.88607,27200,33400,34000
230728,Public,6250,18250,1067,5160,12500,48782.05898,37400,43400,49600
230737,Public,5270,14802,,4537,15000,40359.62737,38700,44200,50700
230764,Public,7835,25057,1131,10088,14107,49888.19186,47200,55300,63500
230782,Public,5184,13838,,4669,13591,42108.88437,39700,44800,49900
230807,Private,30364,30364,1122,19247,25000,77907.71251,44600,52200,58100
230816,Private,46667,46667,,28727,27000,84629.21239,28500,34800,38400
230825,Private,23581,23581,,22923,25000,56277.1875,25400,28900,31000
230834,Public,10772,25436,967,12568,25000,71303.84177,33800,38000,40800
230852,Private,33000,33000,1150,22274,26873,86859.72192,42200,47600,54400
230889,Private,14930,14930,,23221,20472,32325.43166,29100,28200,39700
230898,Private,33736,33736,,14289,25449,72319.91429,25200,28400,34900
230913,Public,10604,22604,941,10947,25869,50360.69108,28500,32000,35600
230931,Public,10700,21764,937,11746,27000,68677.33125,30200,32700,35900
230940,Private,38110,38110,,23290,24250,65169.19469,26000,33500,31600
230959,Private,46044,46044,1379,42962,15377.5,89600.8752,47900,61500,71900
230995,Private,34704,34704,1053,15569,27000,79340.54609,42400,50100,57100
231059,Private,39375,39375,,23692,27250,123472.0638,41400,49800,57800
231077,Private,21200,21200,,22666,23725,42374.14573,29100,34700,39700
231086,Private,22645,22645,849,12363,24750,56511.59756,36400,36500,38900
231095,Private,33492,33492,,12435,17750,52024.29268,18400,PrivacySuppressed,PrivacySuppressed
231174,Public,16226,37874,1191,22431,21500,102859.2174,40400,48700,55200
231420,Private,29150,29150,923,15658,25000,52691.24854,40300,44300,49000
231554,Private,22840,22840,907,10384,19647.5,48492.64499,39400,44400,46000
231581,Private,30380,30380,1056,11212,27000,89260.90031,34900,41600,46600
231624,Public,17656,39916,1373,17527,19500,111751.331,47400,60100,74500
231651,Private,16478,16478,1066,13846,25000,48902.81008,34800,40100,45600
231712,Public,11646,21974,1152,7048,25000,102266.2341,39300,45300,52000
231837,Private,23380,23380,,17272,24893.5,51489.06071,47500,54800,58600
232025,Private,30326,30326,995,11627,27000,65124.03074,31800,37500,45000
232043,Private,30800,30800,1003,15633,21181,69078.53021,38400,41100,44700
232089,Private,29795,29795,852,14135,27000,52474.53954,28100,35800,41100
232186,Public,10382,29960,1152,11077,19500,68217.62579,47000,56300,63900
232256,Private,39204,39204,1098,15559,26899.5,114076.0135,43900,48600,59000
232265,Private,21760,21760,999,11363,27000,69322.63178,37700,46200,50100
232308,Private,34295,34295,1082,11138,27000,52731.59347,27600,30800,37900
232423,Public,9662,24522,1153,8864,20500,103655.5775,46100,53200,63300
232557,Private,21000,21000,1040,10111,21500,42715.30996,35800,38600,41400
232566,Public,11580,25350,1005,6590,24500,85895.58583,36200,39700,45300
232609,Private,34545,34545,998,15745,27000,73224.31065,35500,42000,48800
232672,Private,29595,29595,979,11499,27206.5,45281.89154,30800,33700,39500
232681,Public,10312,23598,1114,7402,22029,91293.61567,40300,49100,56200
232706,Private,27470,27470,1001,19280,25000,70010.59605,45000,50300,57000
232885,Private,,,,7730,18250,60500.15294,50800,52500,53900
232937,Public,7552,20236,866,4527,30500,36652.93647,30000,33900,38800
232982,Public,8970,25140,1007,6401,22553,58566.7958,38300,44000,48700
233277,Public,9360,22046,968,5943,21500,75725.02529,37700,43600,48000
233295,Private,36340,36340,1086,16253,27000,102068.4448,36800,42700,54800
233301,Private,34110,34110,1086,11900,27000,85682.29348,33700,35200,41500
233356,Private,4871,4871,,5813,24917,61519.78,50600,50100,57500
233374,Private,46680,46680,1337,23844,19870,97216.61388,51900,59700,78900
233426,Private,38177,38177,1087,15858,27000,97640.14579,37800,46000,52000
233541,Private,30188,30188,994,16211,25000,82127.63386,42300,44600,52300
233611,Private,14600,14600,1056,11504,23919.5,65476.44788,29900,39600,39100
233718,Private,34935,34935,1056,14994,25500,69378.87676,33300,36900,43500
233897,Public,8868,24329,946,6069,20777,48711.01647,30000,34900,43800
233921,Public,12017,28048,1215,12124,23801,100642.5289,50400,59000,67100
234030,Public,12398,30459,1105,9971,23305.5,71071.64602,37500,44200,49700
234076,Public,13208,42394,1357,18767,19500,98011.25264,56800,65300,79400
234085,Public,15518,37574,1162,12567,24052,112378.6426,44300,56100,65200
234155,Public,8002,17838,837,5481,28500,41529.10512,29000,34700,38400
234164,Private,15130,15130,776,11042,33268.5,35147.39751,23800,30400,34200
234173,Private,33286,33286,991,16313,27000,67185.63474,31400,38600,44100
234207,Private,45617,45617,1395,27120,21500,152385.1548,58900,74700,93300
234827,Public,9017,21380,978,6532,21137,58056.04726,38900,44500,50100
234915,Private,,,,19109,22530.5,37837.30885,48500,49600,53400
235024,Private,35800,35800,,26086,27000,68230.97156,28000,29400,33600
235097,Public,7972,21066,958,7535,20500,51533.0026,37700,42400,46700
235167,Public,8682,21735,1043,7492,17000,39499.76356,28400,33700,36900
235316,Private,36535,36535,1207,19185,26000,110997.5131,49400,54800,63800
235422,Private,18521,18521,,16541,25750,29750.05882,31600,36300,36800
235547,Private,,,,24124,20100,42778.25,35600,35500,44500
235769,Private,28240,28240,,12427,25000,45081.98089,27900,PrivacySuppressed,PrivacySuppressed
236133,Private,26968,26968,1018,14727,23500,59012.99117,39900,41300,46300
236230,Private,36530,36530,1115,18608,26600,72408.53109,39200,45900,53500
236328,Private,43428,43428,1230,27917,25754.5,108342.1911,40200,50600,59100
236452,Private,31688,31688,1057,14277,24914,56456.90016,41000,47100,51600
236577,Private,35472,35472,1140,19371,25000,79948.36003,40900,46700,54200
236595,Private,38205,38205,1183,25546,24635,83381.72026,48100,56100,63200
236896,Private,25866,25866,1075,17229,27000,80398.26584,42400,45400,50900
236939,Public,12428,25510,1030,10933,20494,62394.23673,44700,51000,56600
236948,Public,12394,33513,1206,17415,15000,57115.30107,50300,61000,69600
237011,Public,8965,20407,1110,8189,19353.5,71053.13009,37400,43300,50600
237057,Private,44800,44800,1323,30363,17500,125355.2755,36300,46400,59400
237066,Private,37630,37630,,17141,25993.5,74757.88889,37200,44500,48000
237118,Private,22740,22740,990,9940,27000,65324.19037,39700,39400,47000
237136,Private,13590,13590,1007,6704,10400,41266.19091,26400,34300,33200
237181,Private,25736,25736,906,11558,28599,61928.91435,32600,38600,44200
237215,Public,5832,11064,927,2772,19000,34281.9445,29600,32400,31900
237312,Private,23200,23200,988,12238,21500,49220.05394,39100,45700,46800
237330,Public,6580,14276,999,2669,19661,44662.16483,28900,32600,35700
237358,Private,27492,27492,986,13114,23250,55679.3854,30100,36300,40200
237367,Public,6306,13306,965,3200,22078,51109.26362,30500,35600,38400
237385,Public,6696,15120,900,3829,26000,43227.59494,27900,33300,38400
237525,Public,6526,15026,1021,5955,21289,53422.44236,32700,38300,41700
237640,Private,19260,19260,944,7743,23000,62916.05983,30100,32400,40400
237792,Public,6570,16628,999,5193,21666,67880.93916,34400,38900,43000
237899,Public,6228,14558,942,4344,22656.5,43382.93338,28700,31100,33800
237932,Public,6415,13540,965,5556,23799,56561.52674,30600,35900,39500
